post_title,post_view,comment_num,post_url,post_date,post_time,post_author
光大银行本周融资净偿还1722.06万元，居银行板块第十三,63,0,"https://guba.eastmoney.com/news,601818,1525660599.html",2025-03-09,15:09,大眼看两融
为什么涨1⃣元总是那么难呢？,166,2,"https://guba.eastmoney.com/news,601818,1525637149.html",2025-03-09,09:49,股友zbr76J
光大行上年第一季度末股东人数（户）189977，第二季度末股东人数（户）1808,417,0,"https://guba.eastmoney.com/news,601818,1525617322.html",2025-03-08,22:34,股友93L106067u
资讯创造历史！A股公司春节前2个月狂派3400亿元红包 平均股息率超美股,1.8万,81,"https://guba.eastmoney.com/news,600066,1525609769.html",2025-03-08,20:42,宇通客车资讯
银行股现在可以买吗？,199,1,"https://guba.eastmoney.com/news,601818,1525589083.html",2025-03-08,15:18,股友99809Y23R9
资讯光大银行：融资净偿还350.89万元，融资余额12.1亿元（03-07）,65,0,"https://guba.eastmoney.com/news,601818,1525553855.html",2025-03-08,07:40,光大银行资讯
看看年K线形态，有点心慌慌,232,2,"https://guba.eastmoney.com/news,601818,1525552926.html",2025-03-08,07:33,韭菜改行采蘑菇
2022年2.72元／股卖出者,233,1,"https://guba.eastmoney.com/news,601818,1525547799.html",2025-03-08,05:28,股友WwG3Ms
2022年2.72元／股买入者,202,0,"https://guba.eastmoney.com/news,601818,1525547769.html",2025-03-08,05:27,股友WwG3Ms
2015年6.50元／股买入者,220,0,"https://guba.eastmoney.com/news,601818,1525547686.html",2025-03-08,05:24,股友WwG3Ms
2015年6.50元卖出者,179,0,"https://guba.eastmoney.com/news,601818,1525547678.html",2025-03-08,05:24,股友WwG3Ms
2015年6.50元／股买入者,183,0,"https://guba.eastmoney.com/news,601818,1525547630.html",2025-03-08,05:22,股友WwG3Ms
迟早得破产,192,0,"https://guba.eastmoney.com/news,601818,1525513560.html",2025-03-07,21:15,股友956y252c07
期资金入市，只有买高红利股或核心科技股，这是以机构稳健经营管理方式决定的！,168,0,"https://guba.eastmoney.com/news,601818,1525336431.html",2025-03-07,14:01,股友0W79u83677
资讯光大银行为“春耕备耕”播撒金融“及时雨”,226,1,"https://guba.eastmoney.com/news,601818,1525279216.html",2025-03-07,13:13,光大银行资讯
目前的策略，按兵不动。升不放筹码，跌还捡筹码。如果波段高手笑我笨，我也历经聪明手,294,2,"https://guba.eastmoney.com/news,601818,1525267499.html",2025-03-07,13:02,股友93L106067u
9.23挂的3.78为什么没买进，现在都快五万手了，九点半看3.78的挂单只有三,303,9,"https://guba.eastmoney.com/news,601818,1525212283.html",2025-03-07,11:11,经纶大展de白起
新一轮箱体震荡，现在开始。,106,0,"https://guba.eastmoney.com/news,601818,1525211734.html",2025-03-07,11:10,基拟钛镁
不跌是吧，看我把你买跌。,97,0,"https://guba.eastmoney.com/news,601818,1525187429.html",2025-03-07,10:51,火炎焱燚a
什么时候分红，公告怎么还没有出来,93,0,"https://guba.eastmoney.com/news,601818,1525180319.html",2025-03-07,10:46,巧遇随缘
嘉诚国际重点布局！,62,0,"https://guba.eastmoney.com/news,601818,1525081924.html",2025-03-07,09:47,股友7SyhJH
资讯光大银行：融资净买入1846.89万元，融资余额12.13亿元（03-06）,65,0,"https://guba.eastmoney.com/news,601818,1525005580.html",2025-03-07,07:42,光大银行资讯
南向资金年内狂买港股3000亿元，股市不涨是港股的洼地还没填平。,106,0,"https://guba.eastmoney.com/news,601818,1524997275.html",2025-03-07,06:01,默默巴1905
明天能不能再跌点，我好买点,165,4,"https://guba.eastmoney.com/news,601818,1524962584.html",2025-03-06,21:50,来来赚它一个亿
今年银行没有去年长得好看，风水轮流转，,108,0,"https://guba.eastmoney.com/news,601818,1524908321.html",2025-03-06,17:51,重磅消息来了
量化，跟着机构学习做量化！,105,0,"https://guba.eastmoney.com/news,601818,1524907349.html",2025-03-06,17:47,韭菜改行采蘑菇
如果不看“成交量”，尽看macd可以说是“空中加油”了吧，哈哈，不过这股要算上这,119,0,"https://guba.eastmoney.com/news,601818,1524884558.html",2025-03-06,16:27,skd511
其实今天380上方已经没有压力了，我寻思着下午能382，383收，没想到还是卡着,330,14,"https://guba.eastmoney.com/news,601818,1524856240.html",2025-03-06,15:08,金牌港C_dsm
任凭风浪起，稳坐钓鱼船,91,0,"https://guba.eastmoney.com/news,601818,1524720998.html",2025-03-06,13:14,股友WwG3Ms
在这里是真的安全，不管外面如何腥风血雨翻江倒海，高股息高分红低价格，稳如，你,121,0,"https://guba.eastmoney.com/news,601818,1524695565.html",2025-03-06,12:46,T到世界尽头
资讯接力!开年7家银行获股东、高管大力增持,7339,13,"https://guba.eastmoney.com/news,600000,1524668159.html",2025-03-06,11:27,浦发银行资讯
是不是要出业绩预告了啊！,368,11,"https://guba.eastmoney.com/news,601818,1524659947.html",2025-03-06,11:21,火炎焱燚a
资讯银行股早盘调整,810,3,"https://guba.eastmoney.com/news,601998,1524555255.html",2025-03-06,10:10,中信银行资讯
资讯银行股早盘调整，中信银行跌超2%,295,1,"https://guba.eastmoney.com/news,601998,1524539776.html",2025-03-06,10:02,中信银行资讯
今天不用砸了，自己往下滑，是否会回到3.7元？,167,6,"https://guba.eastmoney.com/news,601818,1524509345.html",2025-03-06,09:46,韭菜改行采蘑菇
资讯光大银行：融资净偿还3023.64万元，融资余额11.95亿元（03-05）,67,0,"https://guba.eastmoney.com/news,601818,1524434432.html",2025-03-06,07:32,光大银行资讯
资讯风险管理升级 多家上市银行首席风险官登场,1350,16,"https://guba.eastmoney.com/news,601963,1524427853.html",2025-03-06,05:46,重庆银行资讯
嘉诚国际、王府井绩优股重点布局！,143,0,"https://guba.eastmoney.com/news,601818,1524402566.html",2025-03-05,22:53,股友7SyhJH
股市在己经一片看好声中，你将付出很高的价格进场。一一巴菲特,216,3,"https://guba.eastmoney.com/news,601818,1524397298.html",2025-03-05,22:26,股友93L106067u
钱开始不值钱，把一部分投资出去，银行股一点，AI一点，机器人一点，娱乐一点，有轮,143,0,"https://guba.eastmoney.com/news,601818,1524372737.html",2025-03-05,20:20,冷静得杜鹃
新高,99,0,"https://guba.eastmoney.com/news,601818,1524369294.html",2025-03-05,20:03,红豆薏米饼干
公告光大银行:中国光大银行股份有限公司H股公告(证券变动月报表),80,0,"https://guba.eastmoney.com/news,601818,1524335302.html",2025-03-05,17:20,光大银行资讯
资讯5000亿特别国债要来了！国有六大行“补血”安排现新进展，注资计划箭在弦上,3205,5,"https://guba.eastmoney.com/news,601838,1524328233.html",2025-03-05,16:52,成都银行资讯
资讯光大银行紧抓“春耕备耕”关键节点 聚焦重点领域、重点产品加大信贷投入,212,0,"https://guba.eastmoney.com/news,601818,1524318906.html",2025-03-05,16:18,光大银行资讯
目前最好的信号是，所有均线排列都是向上的，完美收官,130,0,"https://guba.eastmoney.com/news,601818,1524312370.html",2025-03-05,15:55,skd511
又T了一把，,218,11,"https://guba.eastmoney.com/news,601818,1524292178.html",2025-03-05,15:04,火炎焱燚a
现在2点了，这一下午怎么突然就没量了呢，上午看来还算正常，是不是“成心”的呢,118,0,"https://guba.eastmoney.com/news,601818,1524226926.html",2025-03-05,14:03,skd511
已砸持仓量的2/5，砸不动？等等再继续砸！,131,2,"https://guba.eastmoney.com/news,601818,1524167246.html",2025-03-05,13:09,韭菜改行采蘑菇
昨尾盘刚卖，今天挂3.74接，没接回来，你就等着我的三瓜两枣是吧,190,4,"https://guba.eastmoney.com/news,601818,1524153433.html",2025-03-05,12:52,股友小零钱
好股要悟住，实在手痒就T10%,90,0,"https://guba.eastmoney.com/news,601818,1524146596.html",2025-03-05,12:25,股市是我老板
有什么好消息要出？,133,2,"https://guba.eastmoney.com/news,601818,1524144955.html",2025-03-05,12:18,基民5cXns9
还好这边撤得快,177,3,"https://guba.eastmoney.com/news,601818,1524139262.html",2025-03-05,11:56,股市小白菜000
光大银行从回强势震荡区间，只要关键位3.80元—3.79元不破，此股调整空间被封,593,5,"https://guba.eastmoney.com/news,601818,1524133525.html",2025-03-05,11:41,光大小股东
下午开盘砸光大！你们别拦我,146,4,"https://guba.eastmoney.com/news,601818,1524132086.html",2025-03-05,11:37,韭菜改行采蘑菇
今天光大是前来护盘了吗？,85,0,"https://guba.eastmoney.com/news,601818,1524127608.html",2025-03-05,11:30,买股退休
今这量行啊，相比较而言，再努努劲，加点“真金白银”，就有点突破的意思了啊,82,0,"https://guba.eastmoney.com/news,601818,1524123991.html",2025-03-05,11:26,skd511
这难道是要五渡赤水吗？,225,7,"https://guba.eastmoney.com/news,601818,1524065701.html",2025-03-05,10:38,基拟钛镁
这个位置都愿意拉起，跟买的人没几个，只有算法不完善的量化才会如此作为，光大、大A,127,0,"https://guba.eastmoney.com/news,601818,1524059250.html",2025-03-05,10:33,凤凰隐蝉知花红
H快赶上A，A是乌龟，是蜗没有牛。H是牛，A是粑粑,64,0,"https://guba.eastmoney.com/news,601818,1523999363.html",2025-03-05,09:57,韭菜改行采蘑菇
光大想干么？当心我砸你！,58,0,"https://guba.eastmoney.com/news,601818,1523976489.html",2025-03-05,09:46,韭菜改行采蘑菇
今天做榜一大哥,159,6,"https://guba.eastmoney.com/news,601818,1523968739.html",2025-03-05,09:42,股友WwG3Ms
原地踏步！原地踏步！等等我，不许上！上了就砸你！,63,0,"https://guba.eastmoney.com/news,601818,1523944568.html",2025-03-05,09:32,韭菜改行采蘑菇
资讯光大银行：融资净偿还1211.11万元，融资余额12.25亿元（03-04）,69,0,"https://guba.eastmoney.com/news,601818,1523904770.html",2025-03-05,07:29,光大银行资讯
业绩呢？,156,0,"https://guba.eastmoney.com/news,601818,1523884442.html",2025-03-04,23:59,澳门风云666
光大今年业绩如何呀？,217,2,"https://guba.eastmoney.com/news,601818,1523845655.html",2025-03-04,20:23,基拟钛镁
光大股价在原地踏步，很好，再坚持2个月，6月份以后你再向上冲！,147,2,"https://guba.eastmoney.com/news,601818,1523831229.html",2025-03-04,19:17,韭菜改行采蘑菇
三月份是公布什么来的，去年三月份哪天都快跌停了，今年会不会相似,297,10,"https://guba.eastmoney.com/news,601818,1523829434.html",2025-03-04,19:08,经纶大展de白起
昨天去银行问问存款利息，太低了，本地成商行三年最多2.35，四大行更低，算了吧，,295,6,"https://guba.eastmoney.com/news,601818,1523784370.html",2025-03-04,15:56,基民o17yKy
分红后就得到3.3,259,20,"https://guba.eastmoney.com/news,601818,1523722801.html",2025-03-04,14:23,老实人1234455
向股友们请教，光大行股票今天3.77元的卖1位置卖单量较大，压制住股价往上有一定,294,4,"https://guba.eastmoney.com/news,601818,1523718999.html",2025-03-04,14:19,股友93L106067u
跌就吸，很开心,99,0,"https://guba.eastmoney.com/news,601818,1523704968.html",2025-03-04,14:04,那一剑的风情9
3.77的12万手到收盘也够吃的,105,0,"https://guba.eastmoney.com/news,601818,1523665352.html",2025-03-04,13:26,王家洛
运筹帷幄之中，决胜千里之外。,97,0,"https://guba.eastmoney.com/news,601818,1523607613.html",2025-03-04,11:24,股友WwG3Ms
3.7~3.9.是个坎儿。这种区间调整让我想起了一个人尹相杰。,127,0,"https://guba.eastmoney.com/news,601818,1523506658.html",2025-03-04,10:02,基拟钛镁
嘉诚国际重点布局！,80,0,"https://guba.eastmoney.com/news,601818,1523482320.html",2025-03-04,09:48,股友O0kzUx
资讯光大银行：融资净买入1016.68万元，融资余额12.37亿元（03-03）,66,0,"https://guba.eastmoney.com/news,601818,1523407633.html",2025-03-04,07:32,光大银行资讯
有本事你就打到3块5你打不到3块5，我都瞧不起你。,120,2,"https://guba.eastmoney.com/news,601818,1523276696.html",2025-03-03,15:29,基拟钛镁
报告发布在即。今年的分红是不是？。。。。。,338,3,"https://guba.eastmoney.com/news,601818,1523275950.html",2025-03-03,15:27,基拟钛镁
资讯光大银行涉农贷款2025年投放超500亿元,229,0,"https://guba.eastmoney.com/news,601818,1523243195.html",2025-03-03,14:43,光大银行资讯
嘉诚国际重大消息！,109,0,"https://guba.eastmoney.com/news,601818,1523182481.html",2025-03-03,13:48,股友O0kzUx
妈了个的！天天做t。打的价格越来越到成本线了。然后又马上拉起来。量化赚了个盘,369,9,"https://guba.eastmoney.com/news,601818,1523147068.html",2025-03-03,13:13,基拟钛镁
三十功名尘与土八千里路云和月,105,1,"https://guba.eastmoney.com/news,601818,1523142974.html",2025-03-03,13:08,股友WwG3Ms
控盘神器。,94,0,"https://guba.eastmoney.com/news,601818,1523109881.html",2025-03-03,11:34,基民97l9725c32
这股我个人认为己经到顶,97,0,"https://guba.eastmoney.com/news,601818,1523093966.html",2025-03-03,11:16,南城妞在股市
