post_title,post_view,comment_num,post_url,post_date,post_time,post_author
闪迪带动存储芯片涨价10%，周一存储板块大涨。,170,4,"https://guba.eastmoney.com/news,300223,1525654089.html",2025-03-09,14:02,好学的空心菜
最难熬的日子来了，自求多福！,71,0,"https://guba.eastmoney.com/news,300223,1525651485.html",2025-03-09,13:17,投机还是投资
要跳起来先蹲下蓄力。,63,0,"https://guba.eastmoney.com/news,300223,1525649392.html",2025-03-09,12:38,小股民看机会赚零花钱
稳住，还没完,86,1,"https://guba.eastmoney.com/news,300223,1525645429.html",2025-03-09,11:32,专注的薛瑜姣
怎么了？,514,6,"https://guba.eastmoney.com/news,300223,1525624497.html",2025-03-09,01:01,虎哥看盘
所谓减持，只是噱头而已！最终决定方向的，是君正的内生发展动力如何！,256,2,"https://guba.eastmoney.com/news,300223,1525616584.html",2025-03-08,22:23,财运来财地孙悟空
每次拉升都是你逃命的机会……实事就是这么痛心！！！,254,5,"https://guba.eastmoney.com/news,300223,1525606404.html",2025-03-08,19:49,一路牛逼带闪电
明修栈道，暗度陈仓。明着看要减持，事实上用其他账户偷偷买入。在你不经意时一飞冲天,389,4,"https://guba.eastmoney.com/news,300223,1525604707.html",2025-03-08,19:20,股友lc1Xnv
3月60日大股东韦尔股份精准减仓100股，持股减低到5%以下，下次不用公告了。以,251,1,"https://guba.eastmoney.com/news,300223,1525604024.html",2025-03-08,19:08,wilpdxy
最近这一波消息走势是有点难看，但……不拉高谁来接盘出货,212,0,"https://guba.eastmoney.com/news,300223,1525603642.html",2025-03-08,19:01,数字糖
嗟乎！燕雀安知鸿鹄之志哉！不鸣则已，一鸣惊人；不飞则已，一飞冲天。看明白的，百炼,285,1,"https://guba.eastmoney.com/news,300223,1525602838.html",2025-03-08,18:49,股友lc1Xnv
很多人仔细去看他的产品，收购的资产，包括账上那么多资金。会发现本质就是他们合谋1,370,0,"https://guba.eastmoney.com/news,300223,1525597658.html",2025-03-08,17:24,兴奋的祝锦鹏
这走势还看不出来别炒股了，巨幅震荡后面你懂的,273,2,"https://guba.eastmoney.com/news,300223,1525595753.html",2025-03-08,16:54,冷静的小棉花123
短线按术的话，60分钟，120分钟都形成顶背离，短线上不去了，调整时间估计要8-,321,3,"https://guba.eastmoney.com/news,300223,1525586379.html",2025-03-08,14:34,屠龙勇士David
这种董、高、监近几年持续集体减持的情况在上市公司中也不多，小心集体跑路，个个都实,179,0,"https://guba.eastmoney.com/news,300223,1525578207.html",2025-03-08,12:30,abc1025880779
重生之我在北京绿正卖出了100股,162,1,"https://guba.eastmoney.com/news,300223,1525577965.html",2025-03-08,12:26,股友593n85T106
查了一下高管减持记录，自从21年开始，高管就没有增持过，一直再减持，所以最近股东,238,0,"https://guba.eastmoney.com/news,300223,1525558726.html",2025-03-08,08:37,股友616a75P516
下周看AI医疗,250,2,"https://guba.eastmoney.com/news,300223,1525556939.html",2025-03-08,08:19,股友U278320v97
我也来看看减持100股的君正,195,0,"https://guba.eastmoney.com/news,300223,1525549670.html",2025-03-08,06:28,股友13Q89G9639
100股艺术，证监会先举报你再说，全国人民观注到你了,218,0,"https://guba.eastmoney.com/news,300223,1525539667.html",2025-03-08,00:35,我的企小鹅
这100股？算不算四两拨千斤。,214,0,"https://guba.eastmoney.com/news,300223,1525536649.html",2025-03-07,23:52,小股民看机会赚零花钱
131.2有什么说法吗？,78,0,"https://guba.eastmoney.com/news,300223,1525529911.html",2025-03-07,22:58,资深韭菜王者
这票3月份必回70.加持半年大宗到期懂得自然懂,383,5,"https://guba.eastmoney.com/news,300223,1525519892.html",2025-03-07,21:54,太阳下罩天柱
