post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
139,戴维代为行使哈哈哈哈哈,0,2025-02-28,19:58,0
139,业绩与分红都不错，但股价却垫底,0,2025-02-28,19:52,0
139,之前一直很多人说为什么好几年一直没有填权，结果后来一次性填了好几年的权，现在股价从2024年涨了40%多站稳在5字头好久了，一步一个脚印，脚踏实地站稳在净资产附近也只是时间问题。我完全不担心股价有问题，多点时间攒股更好,0,2025-02-28,21:26,1
139,,0,2025-02-28,19:49,0
143,升了。这对北京银行来说是好事，你可以将华夏银行 用不了的钱 买入北京银行的股票，交叉持股，华夏银行不会亏钱，因它熟知北京银行的资产状况。小散观点 进攻参考。,0,2025-03-01,15:07,0
143,干得好好的干吗换人。,0,2025-03-01,00:20,0
143,在同一个地方呆久了，得到提拔不可以吗？,0,2025-03-01,14:54,1
143,还好，严重阻碍了银行发展，看看人家上海银行,0,2025-03-01,11:13,1
143,以后就是这样走势。,0,2025-02-28,22:27,0
143,专业人士来了怎么还杀尾盘？,0,2025-02-28,18:09,0
144,好像他没有持有公司股票，杨持有80万股,0,2025-02-28,22:43,0
144,,0,2025-02-28,19:47,0
144,60不下么？,0,2025-02-28,19:27,0
144,我话讲完，谁赞成，谁反对,0,2025-02-28,18:03,0
151,北京银行不值得长期持有：我在北京银行上海分行遭遇欺诈理财，把涉及股票基金的中高风险产品以中低风险营销，事先问起不告知。两年到期赎回后继续挪用资金操作，实际到账资金因亏损减少。投诉了九个月以查监控为由拖延至今隐藏。在无证据否认欺诈营销前提下死皮赖脸不予赔付 。数次投诉到金融监管总局要求核实处罚推诿不管，形同虚设。两次寄信监管分局投诉居然交给该行通风报信。调解员偏向该行且无分辨真假能力，致该行肆意抵赖，编造谎言搪塞以致未果。所以该行的高管人格品行低...,0,2025-03-02,20:07,0
151,贴一张我昨天的截图,0,2025-02-28,13:45,0
151,我农行拿着多，差不多八万股，去年九月买的也高的，拿着等分红，养老,0,2025-03-01,16:07,1
151,差不多5⃣年了，向你学习，攒股养老,0,2025-03-01,16:04,1
151,4块多钱的时候这种声音就不停，现在依然如此，所以呢，随便吧。,2,2025-02-28,13:43,0
