post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
301,不知道降温效果如何,0,2025-03-01,19:22,0
301,说的再好听机构不认可你,0,2025-03-01,10:01,0
301,六百多亿没待几天，哈哈,0,2025-03-01,09:44,0
301,市值不如同花顺的零头,0,2025-03-01,07:27,0
301,感觉一二会后，有机会的,0,2025-03-01,06:35,0
301,降温董事长又开车了,6,2025-03-01,06:34,0
301,跌死了，说什么也没用,0,2025-03-01,01:40,0
301,为何你和你爸相差那么远呢？,2,2025-02-28,23:49,0
301,恒生电子成立三十周年纪念日是绿色的，参与纪念的嘉宾也是绿色的，所以股价也是绿色的，都是惨绿惨绿的,2,2025-02-28,23:04,0
301,什么2b，之前市场整体拔估值呢，这能叫翻倍了还想咋样啊,0,2025-03-04,00:17,1
301,都翻倍了，你还想咋样,0,2025-03-01,01:16,1
301,垃圾,1,2025-02-28,23:02,0
301,鸟嘴巴上说个毛,1,2025-02-28,22:42,0
301,周一反转吗,0,2025-02-28,22:40,0
301,鸡毛用没有不如别出来,0,2025-02-28,22:34,0
301,丢人现眼,5,2025-02-28,22:28,0
301,锋哥2023降温的窗口指导效果不错，现在我们都还买被套保暖……,4,2025-02-28,22:15,0
301,董事长也够背的,1,2025-02-28,22:13,0
301,3.0版本70多亿营收，稳了,0,2025-02-28,22:07,0
301,30周年，股市大跌。你真行,2,2025-02-28,21:55,0
302,俗称：接飞刀！你胆真大,0,2025-03-01,12:43,0
302,14的本怕啥,0,2025-03-01,12:46,1
303,股市做空赚钱多容易。只要赚过这个钱，再也不要提什么初心了。,0,2025-02-28,21:12,0
307,你全仓呀,0,2025-03-03,12:03,0
307,你这穷鬼，买这么点？,1,2025-03-02,23:06,0
307,有两遭钱，你就得瑟吧！下周让你血本无归！,1,2025-03-01,12:45,0
307,周一反转,0,2025-02-28,20:11,0
307,其实炒这个票太简单了，就看一个指标融资余额，到高位了一键清仓等暴跌，屡试不爽。,0,2025-02-28,20:00,0
307,所以证监会要把这个数据关了,0,2025-03-02,22:34,1
307,这个指标怎么做假？又不是机构对倒做盘，很多都是散户融的资呀,0,2025-03-01,10:06,1
307,及时止盈,0,2025-02-28,19:57,0
307,格局的泪，你还好只是浮盈缩水,0,2025-02-28,19:14,0
308,最近需要研究个股吗？这明显是高度控盘整个a股，随意暴跌暴涨，研究个股个p,0,2025-02-28,21:21,0
308,仙人指路！,0,2025-02-28,18:07,0
308,了个逼的，涨的说不出来说，跌的时候出来说分析这分析那的。你就是个蠢。,2,2025-02-28,18:02,0
312,如果再下跌到28附近，哪怕被套我也要建仓！如果不到这个心里心理价位，哪怕错过也不可惜。市场上好票多得去了。,0,2025-03-01,22:37,0
312,哥，不是有几十万股的吗,0,2025-02-28,17:54,0
312,点解甘有信心,0,2025-02-28,17:47,0
312,你这么看好怎么没补仓，看来你认为还要跌,0,2025-02-28,16:14,0
312,我是看跌到29.8，我慢慢加啊,0,2025-02-28,20:38,1
314,下周还有更低价，沉住气再择机建仓吧,0,2025-02-28,16:48,0
316,反弹我也不看了，这个股太差了，这周跌了十几个点！,0,2025-02-28,15:12,0
320,垃圾,1,2025-02-28,23:01,0
320,市值不如同花顺的零头,0,2025-02-28,22:03,0
