post_title,post_view,comment_num,post_url,post_date,post_time,post_author
亿纬锂能本周融资净偿还1.09亿元，居电池板块第一,133,1,"https://guba.eastmoney.com/news,300014,1525658145.html",2025-03-09,15:05,大眼看两融
下周一开盘48.58，中间上冲51.58，微盘收46.46,164,1,"https://guba.eastmoney.com/news,300014,1525656108.html",2025-03-09,14:39,股友93U6597z00
资讯券商评级一周速览：159只个股获券商关注，赢合科技目标涨幅达122.85%,3649,20,"https://guba.eastmoney.com/news,300457,1525648146.html",2025-03-09,12:16,赢合科技资讯
当务之急可转债快点发行，未发行再多的利好也没用,279,2,"https://guba.eastmoney.com/news,300014,1525613108.html",2025-03-08,21:30,我只是个小韭菜
下周一直接拉升！,436,6,"https://guba.eastmoney.com/news,300014,1525608531.html",2025-03-08,20:23,丿super丶潮流灬
组建或者收购一个智能机器人公司有可能，老刘善于踩风口,298,3,"https://guba.eastmoney.com/news,300014,1525608179.html",2025-03-08,20:17,谁呀你是
资讯固态电池龙头近一个月股价涨超七成 产业链成本占比超30%的A股上市公司名单及相关业务一览,4.0万,125,"https://guba.eastmoney.com/news,603663,1525590831.html",2025-03-08,15:41,三祥新材资讯
周一或去48，加仓,187,0,"https://guba.eastmoney.com/news,300014,1525588036.html",2025-03-08,15:01,羊羊股民
趋势保持完好，下周越跌越加仓，目前仅1800股，准备加到5000股及以上。,184,0,"https://guba.eastmoney.com/news,300014,1525578942.html",2025-03-08,12:41,趋势为王永不变
看样子还要一周才能涨,174,0,"https://guba.eastmoney.com/news,300014,1525573440.html",2025-03-08,11:25,以为你能
我昨天刚卖你就发利好！,405,6,"https://guba.eastmoney.com/news,300014,1525569109.html",2025-03-08,10:36,吴下Amon
周一至少10个点吧,480,5,"https://guba.eastmoney.com/news,300014,1525566770.html",2025-03-08,10:09,小小罗5
这货窜稀才刚刚开始，年内看到突破30元！,185,0,"https://guba.eastmoney.com/news,300014,1525563215.html",2025-03-08,09:27,股友9A5K008825
柔性固态电池牛,196,0,"https://guba.eastmoney.com/news,300014,1525556352.html",2025-03-08,08:13,财运利市的朱竹清
持股两年终于回本了,174,0,"https://guba.eastmoney.com/news,300014,1525554864.html",2025-03-08,07:49,励志考研帝
说别的都没有用。破了5日线就是要减仓，回不去5日线那就要跑路。,258,3,"https://guba.eastmoney.com/news,300014,1525554252.html",2025-03-08,07:44,万事腾达廉颇
我觉得亿纬锂能是值得等待的。中国股市渐入品质投资。,186,0,"https://guba.eastmoney.com/news,300014,1525548247.html",2025-03-08,05:42,股友2167U3i372
豆包比人说实话。,205,0,"https://guba.eastmoney.com/news,300014,1525548023.html",2025-03-08,05:34,股友2167U3i372
"涨5个点的让人接盘就算了，最黑心的是那些涨20cm,40cm再喊人接盘的，心都是",237,0,"https://guba.eastmoney.com/news,300014,1525534218.html",2025-03-07,23:31,等风来用盆接
破了50就卖掉，回调到20日均线附近,223,0,"https://guba.eastmoney.com/news,300014,1525531422.html",2025-03-07,23:09,善良的羽天亮1
$亿纬锂能(SZ300014)$,234,0,"https://guba.eastmoney.com/news,300014,1525519840.html",2025-03-07,21:53,大发来财地哪吒
谁去问问什么时候发债？不缺钱不行就不发了呗。,188,1,"https://guba.eastmoney.com/news,300014,1525506094.html",2025-03-07,20:35,股友9V617o9719
$亿纬锂能(SZ300014)$,182,0,"https://guba.eastmoney.com/news,300014,1525491630.html",2025-03-07,19:23,越战越勇得睡莲
翻几倍？,215,2,"https://guba.eastmoney.com/news,300014,1525476958.html",2025-03-07,18:22,股友60u85m3803
30分钟下轨接了300手货，感觉买早了，不过上轨不卖，持续做T应该也亏不了多少,247,2,"https://guba.eastmoney.com/news,300014,1525470799.html",2025-03-07,17:59,巴菲特表锅
资讯亿纬锂能：公司已接洽头部几家人形机器人客户及车系客户需求,1662,5,"https://guba.eastmoney.com/news,300014,1525470092.html",2025-03-07,17:56,亿纬锂能资讯
为什么盘后全是利好，盘中难道不能发？,162,0,"https://guba.eastmoney.com/news,300014,1525468999.html",2025-03-07,17:52,股友821W65P128
资讯亿纬锂能：公司在储能电池领域持续推进技术创新与产品升级，重点布局大容量、高能效及系统化解决方案,2098,5,"https://guba.eastmoney.com/news,300014,1525467338.html",2025-03-07,17:46,亿纬锂能资讯
资讯亿纬锂能：我司已经接洽头部几家人形机器人客户及车系客户需求，主要产品涵盖人形机器人、机器狗,4632,26,"https://guba.eastmoney.com/news,300014,1525466974.html",2025-03-07,17:44,亿纬锂能资讯
电池赛道会优先光伏启动，逻辑使然，电池储能够了才能给光伏风电打开空间。,352,1,"https://guba.eastmoney.com/news,300750,1525463126.html",2025-03-07,17:31,舒筋活血的史帝夫
想下人形机器人带出去玩结果没玩多久没电了多尴尬。还带不回去固态电池绝对要发展,168,0,"https://guba.eastmoney.com/news,300014,1525462901.html",2025-03-07,17:30,股友37338A3G90
锂电池会不会像光伏一样，打价格战，亏本出售，股价大跌？,171,2,"https://guba.eastmoney.com/news,300014,1525436569.html",2025-03-07,16:07,股友玩哈哈
49.95上午买了2000股。49买回来2000股。49.1追了500股。仓位又,359,3,"https://guba.eastmoney.com/news,300014,1525415449.html",2025-03-07,15:13,万事腾达廉颇
43有机会了,133,0,"https://guba.eastmoney.com/news,300014,1525386665.html",2025-03-07,14:42,小仙女爱唱歌
又现垃圾本色一天不被绿难受,134,0,"https://guba.eastmoney.com/news,300014,1525365978.html",2025-03-07,14:27,股友61M2U00119
管住手，等、等低点,146,0,"https://guba.eastmoney.com/news,300014,1525356805.html",2025-03-07,14:19,雪凌菲
破5天线，跑路了,141,0,"https://guba.eastmoney.com/news,300014,1525356063.html",2025-03-07,14:18,ROGEYE
买好了机会难得,145,0,"https://guba.eastmoney.com/news,300014,1525345285.html",2025-03-07,14:08,hxsh4016672
49.33加,165,2,"https://guba.eastmoney.com/news,300014,1525344241.html",2025-03-07,14:07,A股杂货铺来去如风自由潇洒搬运工
这货沉下去就浮不起来，不跟指数,140,0,"https://guba.eastmoney.com/news,300014,1525339204.html",2025-03-07,14:04,王老吉139
5日线下方了，还不买吗？,216,3,"https://guba.eastmoney.com/news,300014,1525333271.html",2025-03-07,13:58,股友821W65P128
不改拉基本色,134,0,"https://guba.eastmoney.com/news,300014,1525320048.html",2025-03-07,13:47,财源高雅地明远
一天不砸大盘它会S的很难看,137,0,"https://guba.eastmoney.com/news,300014,1525309742.html",2025-03-07,13:39,股友61M2U00119
可转债未发行，就在这个价徘徊,139,0,"https://guba.eastmoney.com/news,300014,1525284635.html",2025-03-07,13:18,我只是个小韭菜
两点前不拉上去，就减半,136,1,"https://guba.eastmoney.com/news,300014,1525281920.html",2025-03-07,13:15,nonsense1
机构扎堆用量化收割散户的股票，152元一路跌到30的股票清大家远离,260,4,"https://guba.eastmoney.com/news,300014,1525257166.html",2025-03-07,12:40,薰衣草98
从K线看，缩量调整，构建一个中枢，后面也许还会有一次拉升。上方52.88很高，可,710,8,"https://guba.eastmoney.com/news,300014,1525241402.html",2025-03-07,11:41,万事腾达廉颇
量化分分钟把你打的落花流水，棒打落水狗,114,0,"https://guba.eastmoney.com/news,300014,1525237302.html",2025-03-07,11:32,英俊潇洒的欧阳港
忽悠忽悠的不停。不行留下来。,116,0,"https://guba.eastmoney.com/news,300014,1525234977.html",2025-03-07,11:29,股友Z87I3L
留下发财程序化交易量化害的根本涨不过大盘,138,1,"https://guba.eastmoney.com/news,300014,1525230305.html",2025-03-07,11:25,薰衣草98
今天收盘站住51就行,119,1,"https://guba.eastmoney.com/news,300014,1525214343.html",2025-03-07,11:12,汇滴至海
你的机器人概念呢？你的飞艇概念呢？还干不过不赚钱的半导体,103,0,"https://guba.eastmoney.com/news,300014,1525213663.html",2025-03-07,11:12,燕子坞666
下午会一泻千里，长阴收盘！,170,2,"https://guba.eastmoney.com/news,300014,1525207673.html",2025-03-07,11:07,股友9A5K008825
缩量十字星是指K线收成一颗十字星，只代表了这一天多空上方博弈基本保持平衡。在跌势,312,2,"https://guba.eastmoney.com/news,300014,1525206644.html",2025-03-07,11:06,Ninestein
坚持不住了，跑了，希望你们发财了。,102,0,"https://guba.eastmoney.com/news,300014,1525205474.html",2025-03-07,11:05,zgwt766
又在做空市场真不是个东西又开始带了,95,0,"https://guba.eastmoney.com/news,300014,1525200367.html",2025-03-07,11:01,股友61M2U00119
昨天是不是说了今天让你门哭,174,3,"https://guba.eastmoney.com/news,300014,1525198573.html",2025-03-07,10:59,孙悟空打易伟不能
早盘竞价卖了1500，挂早了撤不下来了。50.7卖了1000，50.8卖了100,282,6,"https://guba.eastmoney.com/news,300014,1525195268.html",2025-03-07,10:57,万事腾达廉颇
站不上五天线，就清了！,70,0,"https://guba.eastmoney.com/news,300014,1525135408.html",2025-03-07,10:15,远方的方
今天怎么操作,61,0,"https://guba.eastmoney.com/news,300014,1525123260.html",2025-03-07,10:07,有自制力的颜隆11
开始盈利开心,203,4,"https://guba.eastmoney.com/news,300014,1525105803.html",2025-03-07,09:58,孙悟空打易伟不能
今天继续50以上做空,136,3,"https://guba.eastmoney.com/news,300014,1525026495.html",2025-03-07,09:21,孙悟空打易伟不能
资讯亿纬锂能：融资净偿还9568.82万元，融资余额22.97亿元（03-06）,56,0,"https://guba.eastmoney.com/news,300014,1525023816.html",2025-03-07,09:16,亿纬锂能资讯
实在憋不住了，要窜！,66,0,"https://guba.eastmoney.com/news,300014,1525021745.html",2025-03-07,09:10,股友9A5K008825
稳稳踩着五日线往上走，这不是巧合,80,0,"https://guba.eastmoney.com/news,300014,1525010654.html",2025-03-07,08:19,牛市牛不牛不
今天低开0.78%，拭目以待,170,3,"https://guba.eastmoney.com/news,300014,1525000673.html",2025-03-07,06:57,回忆与展望
刚刚看到亿纬锂能可能要给小米汽车合作,696,13,"https://guba.eastmoney.com/news,300014,1524988724.html",2025-03-07,01:01,股友13Qh687618
资讯“2025电池储能展”在韩举行,1890,1,"https://guba.eastmoney.com/news,002594,1524966193.html",2025-03-06,22:08,比亚迪资讯
问董秘据网传，贵司在锂电池技术领域具有显著优势，储能电池方面公司持续投入研发，拥有多项,302,0,"https://guba.eastmoney.com/news,300014,1525461086.html",2025-03-07,17:24,亿纬锂能股友
资讯中韩动力电池市占率差距首次突破50% | 动力电池月度排名③,1.1万,38,"https://guba.eastmoney.com/news,300750,1524947190.html",2025-03-06,20:41,宁德时代资讯
md，什么时候能过去年10月8号高点，等到现在了,130,0,"https://guba.eastmoney.com/news,300014,1524942048.html",2025-03-06,20:19,基民WVpU36
你们慌什么，我还在呢。锁仓了，目标价60,514,9,"https://guba.eastmoney.com/news,300014,1524937552.html",2025-03-06,19:59,阶段性价投
今天主力没上班吗？95%的票今天都放量，唯独你缩了倍量。,143,2,"https://guba.eastmoney.com/news,300014,1524936347.html",2025-03-06,19:54,zgwt766
$亿纬锂能(SZ300014)$,150,0,"https://guba.eastmoney.com/news,300014,1524928747.html",2025-03-06,19:20,越战越勇得睡莲
我建仓了,149,1,"https://guba.eastmoney.com/news,300014,1524922207.html",2025-03-06,18:51,阅股市6591
我做了反t，50.64卖了，50.70全仓满上了！本来买半仓的，不怎么怎么回事，,389,10,"https://guba.eastmoney.com/news,300014,1524918007.html",2025-03-06,18:32,红青果园
重生之，我在亿纬躲牛市,114,0,"https://guba.eastmoney.com/news,300014,1524915813.html",2025-03-06,18:22,包容地木瓜
150掉下来的,224,3,"https://guba.eastmoney.com/news,300014,1524899950.html",2025-03-06,17:17,忠实的精灵
表现得不错，这几天,107,0,"https://guba.eastmoney.com/news,300014,1524888832.html",2025-03-06,16:38,股友3LatBI
按锂电池板块涨幅这个股应该80元才对,133,0,"https://guba.eastmoney.com/news,300014,1524874787.html",2025-03-06,15:55,基民92653A0l57
在这里错过了整个牛市。看了外面的涨幅，再看看着，落差真的大啊,103,0,"https://guba.eastmoney.com/news,300014,1524867551.html",2025-03-06,15:34,蓝天的杨翼扬1
为啥都是唱空的？来个会的，解释哈,589,12,"https://guba.eastmoney.com/news,300014,1524851978.html",2025-03-06,15:02,独立得宝瓶
今天还亏钱了。这只,90,0,"https://guba.eastmoney.com/news,300014,1524844297.html",2025-03-06,14:55,社会的砖头2025
期待明天的大跌,83,0,"https://guba.eastmoney.com/news,300014,1524841962.html",2025-03-06,14:53,孙悟空打易伟不能
今天做空收益基本持平，期待明天的大跌,85,0,"https://guba.eastmoney.com/news,300014,1524840687.html",2025-03-06,14:52,孙悟空打易伟不能
今天又看走眼了，从神州数码跑到这来，又被骗了,96,0,"https://guba.eastmoney.com/news,300014,1524821533.html",2025-03-06,14:37,包容的王梦香
大盘个股一路新高资金流入拉涨，这货持续窜稀，在酝酿大翔！,121,1,"https://guba.eastmoney.com/news,300014,1524817157.html",2025-03-06,14:33,股友9A5K008825
今天不该买的，资金天天净流出的，很想卖却买不了，只能明天开盘卖了,98,0,"https://guba.eastmoney.com/news,300014,1524814994.html",2025-03-06,14:32,包容的王梦香
今天买的，自我感觉是要被套，明天开盘低开就完蛋了,109,1,"https://guba.eastmoney.com/news,300014,1524813706.html",2025-03-06,14:31,包容的王梦香
有机器人概念为啥还起不来呢,77,0,"https://guba.eastmoney.com/news,300014,1524812825.html",2025-03-06,14:30,Sunny1988
彻底进入派发状态了。。不用太格局。。,87,0,"https://guba.eastmoney.com/news,300014,1524807472.html",2025-03-06,14:26,基民383093X36z
没主力，资金天天净流出，感觉随时会有一根大阴线,77,0,"https://guba.eastmoney.com/news,300014,1524805865.html",2025-03-06,14:24,包容的王梦香
可转债未发行，拉上去发行价就高了，白瞎了这行情，公司效率快点啊,90,0,"https://guba.eastmoney.com/news,300014,1524803502.html",2025-03-06,14:22,我只是个小韭菜
刘金成垃圾,79,0,"https://guba.eastmoney.com/news,300014,1524801232.html",2025-03-06,14:20,以为你能
还能上52.88吗,105,1,"https://guba.eastmoney.com/news,300014,1524796940.html",2025-03-06,14:17,基民hj9MN1
今天如果没上3点，那走线就是骗人的，可以卖了,109,1,"https://guba.eastmoney.com/news,300014,1524780150.html",2025-03-06,14:02,温子天
连续缩量，明天来一根大量就结束了吗？,168,1,"https://guba.eastmoney.com/news,300014,1524776672.html",2025-03-06,13:59,万事腾达廉颇
走的稳定的,78,0,"https://guba.eastmoney.com/news,300014,1524773833.html",2025-03-06,13:56,股友ZlbHcN
3.6日下午，均线附近买入亿纬锂能,98,0,"https://guba.eastmoney.com/news,300014,1524764192.html",2025-03-06,13:48,游戏GX
浪费时间，清掉了！,86,0,"https://guba.eastmoney.com/news,300014,1524751620.html",2025-03-06,13:38,欢快的梅小白
感觉大盘在出货啊。他能不能顶住,81,0,"https://guba.eastmoney.com/news,300014,1524747045.html",2025-03-06,13:34,我不明白丨
散了吧，就这熊样,78,0,"https://guba.eastmoney.com/news,300014,1524730991.html",2025-03-06,13:21,有正义感的好星心
可以跌下来吗？我在43等你。,170,4,"https://guba.eastmoney.com/news,300014,1524696915.html",2025-03-06,12:52,小仙女爱唱歌
下午怎么看有点慌啊！买的最高点。,179,3,"https://guba.eastmoney.com/news,300014,1524686967.html",2025-03-06,12:10,社会的砖头2025
跑不赢大盘，下午会带头窜西翻绿，这股废了,85,0,"https://guba.eastmoney.com/news,300014,1524672400.html",2025-03-06,11:32,股友9A5K008825
随时火箭发射，坐稳了,89,0,"https://guba.eastmoney.com/news,300014,1524668756.html",2025-03-06,11:28,淦淦淦了
你是在等你宁爸爸吗？,87,0,"https://guba.eastmoney.com/news,300014,1524666763.html",2025-03-06,11:26,小小罗5
好股无数，落地凤凰，昔日黄花，抛掉幻想,82,0,"https://guba.eastmoney.com/news,300014,1524653637.html",2025-03-06,11:16,股友93U6597z00
最高点买的。今天有点搞笑。,79,0,"https://guba.eastmoney.com/news,300014,1524649347.html",2025-03-06,11:13,社会的砖头2025
不破五日线，持股不动。可以高抛低吸，仓位不减少。破了5日线就减仓。等到10日线附,336,3,"https://guba.eastmoney.com/news,300014,1524638992.html",2025-03-06,11:05,万事腾达廉颇
每天涨一点点，美滋滋,84,0,"https://guba.eastmoney.com/news,300014,1524631395.html",2025-03-06,10:59,主力肚子里的蛔虫
不涨5个点，你在瞎蹦跶啥,79,0,"https://guba.eastmoney.com/news,300014,1524628284.html",2025-03-06,10:57,基民WVpU36
都是跟大盘走的，虽然看好它，但是节奏很关键啊,82,0,"https://guba.eastmoney.com/news,300014,1524614112.html",2025-03-06,10:46,活捉大红牛
主力压着不让动，蓄势待发,86,1,"https://guba.eastmoney.com/news,300014,1524586527.html",2025-03-06,10:28,股友DXUCNf
高点已现，不要想着突破前高，那是明后年的事！,91,1,"https://guba.eastmoney.com/news,300014,1524583204.html",2025-03-06,10:25,股友9A5K008825
50.99精准砸盘，果然厉害,79,0,"https://guba.eastmoney.com/news,300014,1524579137.html",2025-03-06,10:23,我不明白丨
50以上坚定看空,195,7,"https://guba.eastmoney.com/news,300014,1524577570.html",2025-03-06,10:22,孙悟空打易伟不能
呵呵，鼠目寸光都笑死我了，,72,0,"https://guba.eastmoney.com/news,300014,1524576265.html",2025-03-06,10:21,曾经的最美1957
这均线1多头排列小慢牛呀,94,2,"https://guba.eastmoney.com/news,300014,1524571828.html",2025-03-06,10:18,才情卓绝的吴日轩
战报战报,226,4,"https://guba.eastmoney.com/news,300014,1524558467.html",2025-03-06,10:11,阶段性价投
开始反攻，快上车,65,0,"https://guba.eastmoney.com/news,300014,1524544646.html",2025-03-06,10:04,股友R672R66901
你的低空概念，飞艇概念呢？,60,0,"https://guba.eastmoney.com/news,300014,1524529837.html",2025-03-06,09:56,燕子坞666
可转债未发行之前，就是不给你大拉升,81,1,"https://guba.eastmoney.com/news,300014,1524523282.html",2025-03-06,09:53,我只是个小韭菜
这股大家都不卖，他反而就早盘砸盘。卖的多才愿意拉。量化为王的行情。,93,1,"https://guba.eastmoney.com/news,300014,1524519805.html",2025-03-06,09:51,万事腾达廉颇
散了吧，大盘都比他强,54,0,"https://guba.eastmoney.com/news,300014,1524515628.html",2025-03-06,09:49,有正义感的好星心
这走势有点恶心人了,54,0,"https://guba.eastmoney.com/news,300014,1524514833.html",2025-03-06,09:49,招财金龙鱼A
再融券1000手，打垮你们看多的,272,13,"https://guba.eastmoney.com/news,300014,1524505849.html",2025-03-06,09:45,孙悟空打易伟不能
开盘窜西，倒数垫底,56,0,"https://guba.eastmoney.com/news,300014,1524489656.html",2025-03-06,09:38,股友9A5K008825
龌龊。垃圾坑里的蛆虫。恶臭,57,0,"https://guba.eastmoney.com/news,300014,1524483822.html",2025-03-06,09:35,股友Z87I3L
为什么你们觉得他会涨，真的好搞笑,386,13,"https://guba.eastmoney.com/news,300014,1524483820.html",2025-03-06,09:35,孙悟空打易伟不能
昨晚我那个后悔呀，现在我那个开心呀。,126,3,"https://guba.eastmoney.com/news,300014,1524482050.html",2025-03-06,09:35,我不明白丨
昨天涨了，今天肯定跌的,53,0,"https://guba.eastmoney.com/news,300014,1524480943.html",2025-03-06,09:34,股友3LatBI
笑死了，看不出来超跌反弹吗，还上涨。跌死你们,50,0,"https://guba.eastmoney.com/news,300014,1524480070.html",2025-03-06,09:34,孙悟空打易伟不能
飞艇可以搞航空运输吗,48,0,"https://guba.eastmoney.com/news,300014,1524478247.html",2025-03-06,09:33,有正义感的好星心
小鹏昨晚七八个点。作为供应商没点反应呀,52,0,"https://guba.eastmoney.com/news,300014,1524473922.html",2025-03-06,09:31,富有暴富的子健
50真的很低估了,50,0,"https://guba.eastmoney.com/news,300014,1524466713.html",2025-03-06,09:29,忠实的精灵
笑死个人lj,47,0,"https://guba.eastmoney.com/news,300014,1524465694.html",2025-03-06,09:27,无名逐利9130
像飞船一样飞到天上去那,48,0,"https://guba.eastmoney.com/news,300014,1524457825.html",2025-03-06,09:24,善良的羽天亮1
资讯亿纬锂能：融资净买入6453.03万元，融资余额23.93亿元（03-05）,67,0,"https://guba.eastmoney.com/news,300014,1524450007.html",2025-03-06,09:05,亿纬锂能资讯
