post_title,post_view,comment_num,post_url,post_date,post_time,post_author
好房子就要做好成本高，利润低,48,0,"https://guba.eastmoney.com/news,600383,1525703173.html",2025-03-09,23:46,Diversity
看来不给我上车的机会啊？还有1200万的资金没有加进去呢，现在只有百分之二十的仓,147,0,"https://guba.eastmoney.com/news,600383,1525678547.html",2025-03-09,19:09,股神袁天罡
倪虹部长说房地产止稳回升，金地集团具体如下2024年10月签约面积39.4万平方,281,0,"https://guba.eastmoney.com/news,600383,1525671091.html",2025-03-09,17:26,我是九仙
金地集团本周融资净买入325.51万元，居房地产开发板块第二十,45,0,"https://guba.eastmoney.com/news,600383,1525657843.html",2025-03-09,15:04,大眼看两融
明天起飞,163,1,"https://guba.eastmoney.com/news,600383,1525647952.html",2025-03-09,12:12,股命先生
今年大预测，今年会不会重组，同资会不会加大持股，有这方面消息吗,170,0,"https://guba.eastmoney.com/news,600383,1525646111.html",2025-03-09,11:42,有价值的人
凭什么你不跌，关键是这走势像吸筹,397,6,"https://guba.eastmoney.com/news,600383,1525590138.html",2025-03-08,15:33,绛赤朱丹红
资讯金地集团：融资净偿还1894.99万元，融资余额8.42亿元（03-07）,96,0,"https://guba.eastmoney.com/news,600383,1525552363.html",2025-03-08,07:28,金地集团资讯
地产行情已经启动了。金地集团每次回调都是加仓的良机。,292,2,"https://guba.eastmoney.com/news,600383,1525544524.html",2025-03-08,03:06,股神袁天罡
不错金地集团万花丛中的红,166,0,"https://guba.eastmoney.com/news,600383,1525500535.html",2025-03-07,20:05,不定的陈昭东2
1金地的土地储备一线城市份额比较大，今年一线城市房价将止跌。公司今年有望成为转折,760,11,"https://guba.eastmoney.com/news,600383,1525473782.html",2025-03-07,18:10,宁静致远1688
周三感觉金地要凉，今天收盘看周线，招保万金金地居然最强，还算不错了。,296,3,"https://guba.eastmoney.com/news,600383,1525470674.html",2025-03-07,17:58,啥时能涨啊
这个主力最擅长的，冲高回落，洗盘，低开,160,0,"https://guba.eastmoney.com/news,600383,1525463553.html",2025-03-07,17:32,股友863i30f912
就当养猪了，年底杀,148,0,"https://guba.eastmoney.com/news,600383,1525452818.html",2025-03-07,16:57,股友863i30f912
都在博它不亏，难啊，看看万科亏的翻不了身，为了银行，不倒闭不退市，国家间接接盘，,222,1,"https://guba.eastmoney.com/news,600383,1525451190.html",2025-03-07,16:52,股友083W162O70
这股挣钱的人都是千锤百炼，百折不挠，超有耐心，超级有韧性，万里挑一的忍着,161,0,"https://guba.eastmoney.com/news,600383,1525450552.html",2025-03-07,16:49,股友863i30f912
完蛋了，融创跌拾个点，星期一全孟在里了,178,0,"https://guba.eastmoney.com/news,600383,1525443262.html",2025-03-07,16:27,迷人的哥南1
新旧经济要有动能转换，步调太大容易扯到蛋,173,1,"https://guba.eastmoney.com/news,600383,1525437828.html",2025-03-07,16:11,绛赤朱丹红
金地今天看起来很稳,240,3,"https://guba.eastmoney.com/news,600383,1525434274.html",2025-03-07,16:00,股友5e556128V5
今天金地还算坚挺加油！,144,0,"https://guba.eastmoney.com/news,600383,1525419669.html",2025-03-07,15:22,n9544134975461920342
你说它在涨嘛他没涨，你说它没涨嘛让也涨了点。。,146,0,"https://guba.eastmoney.com/news,600383,1525414867.html",2025-03-07,15:12,搏击俱乐部
带带我老万,138,0,"https://guba.eastmoney.com/news,600383,1525414010.html",2025-03-07,15:10,斯旺西
个股尾盘抢筹，哈哈。真有意思。周一看跌！,150,0,"https://guba.eastmoney.com/news,600383,1525412647.html",2025-03-07,15:07,土豆发财yy
今天意外的强，下周一再暴跌,139,0,"https://guba.eastmoney.com/news,600383,1525410638.html",2025-03-07,15:04,天龙李6127
重组已经定了,208,1,"https://guba.eastmoney.com/news,600383,1525408318.html",2025-03-07,15:01,有事没事做做T
走的很好看,138,0,"https://guba.eastmoney.com/news,600383,1525404062.html",2025-03-07,14:57,珊瑚联盟
下周低开低走。。。。。。。。。。。。。。,134,0,"https://guba.eastmoney.com/news,600383,1525403718.html",2025-03-07,14:56,一猜就中啊
怎么刚买就不拉了,135,0,"https://guba.eastmoney.com/news,600383,1525399616.html",2025-03-07,14:53,股友1063cd5982
看来是没有希望再低买进了！手贱呐,270,6,"https://guba.eastmoney.com/news,600383,1525396602.html",2025-03-07,14:50,煜小子
下周，要启动了，金地盘子小，容易拉升,221,3,"https://guba.eastmoney.com/news,600383,1525394400.html",2025-03-07,14:49,我要吃肉跑
肾虚咱别硬撑，真男人拉五个点看看实力,134,0,"https://guba.eastmoney.com/news,600383,1525394009.html",2025-03-07,14:48,绛赤朱丹红
小金金这么强的吗,131,0,"https://guba.eastmoney.com/news,600383,1525388572.html",2025-03-07,14:44,股友1063cd5982
逆大盘吸筹看来是周末有利好吗？,231,3,"https://guba.eastmoney.com/news,600383,1525372226.html",2025-03-07,14:31,解套的小山
今天应该有不少人进来买了吧，主力高兴高兴髙高兴,141,0,"https://guba.eastmoney.com/news,600383,1525357922.html",2025-03-07,14:20,不定的陈昭东2
来了，大盘靠房地产公关3400,138,0,"https://guba.eastmoney.com/news,600383,1525337946.html",2025-03-07,14:03,pankey2019
一群没有脑子的人，整天在瞎评价,152,1,"https://guba.eastmoney.com/news,600383,1525294564.html",2025-03-07,13:26,我是主力大军
好看了,128,0,"https://guba.eastmoney.com/news,600383,1525291564.html",2025-03-07,13:24,珊瑚联盟
今天收盘最好不要在477之下,129,0,"https://guba.eastmoney.com/news,600383,1525251252.html",2025-03-07,12:13,救赎的大脚丫子
没破径线位，没事，破了就可以破4了，只要在4.5以上运行，都是良性,123,0,"https://guba.eastmoney.com/news,600383,1525247098.html",2025-03-07,11:58,天天都挣钱
