post_title,post_view,comment_num,post_url,post_date,post_time,post_author
看涨,22,0,"https://guba.eastmoney.com/news,601012,1525703060.html",2025-03-09,23:44,股友155MM98819
别意了，ai机器人deepseek，轮番上阵，要么就半导体芯片，光伏靠边,24,0,"https://guba.eastmoney.com/news,601012,1525702414.html",2025-03-09,23:34,柔美的吕锦鹏
主力拉到21，然后就可以疯狂扫货了，拉到21绝对很多卖的,37,0,"https://guba.eastmoney.com/news,601012,1525698312.html",2025-03-09,22:44,大发广进地老顽童
感觉要涨,100,3,"https://guba.eastmoney.com/news,601012,1525694933.html",2025-03-09,22:13,阳光的照耀我
请问转股是哪天可以转？转完第二天就可以卖是吗？,56,0,"https://guba.eastmoney.com/news,601012,1525694723.html",2025-03-09,22:11,盆满纳福de森林
大家可以下载一个软件叫“数字新能源”光伏板的价格确实涨了。,356,13,"https://guba.eastmoney.com/news,601012,1525689286.html",2025-03-09,21:15,狂风卷积着乌云
虽然我持有隆基，客观说下修转股价对公司有利，但对小散肯定是利空。之所以要下修，公,599,18,"https://guba.eastmoney.com/news,601012,1525688624.html",2025-03-09,21:08,业余一段
最近这段期时间，光伏抢装潮，别问价格，问有没有货，估计下周隆基组件最先突破0.8,240,5,"https://guba.eastmoney.com/news,601012,1525682880.html",2025-03-09,20:03,股友963p397f80
最近这段时间都是光伏不断涨价，看来要有一段大行情了,137,3,"https://guba.eastmoney.com/news,601012,1525682501.html",2025-03-09,19:58,释迦95
大佬们，周一是停牌吗,374,5,"https://guba.eastmoney.com/news,601012,1525676604.html",2025-03-09,18:44,哦吼的话
大家好我是股本。这就是我的实力，300-400亿在买隆基。隆基价值位置就在这里。,206,1,"https://guba.eastmoney.com/news,601012,1525671934.html",2025-03-09,17:38,股本gg
大家讨论下隆基为什么在光伏板块里图形走得相对强势？,347,6,"https://guba.eastmoney.com/news,601012,1525670419.html",2025-03-09,17:16,骑羊投资
资讯多家光伏企业回应电力市场化改革影响 3月组件排产提升显著,8346,37,"https://guba.eastmoney.com/news,688223,1525670148.html",2025-03-09,17:12,晶科能源资讯
