post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
492,华微走势像是有消息的样子了,0,2025-03-05,17:35,0
492,买了几千万,0,2025-02-28,20:47,0
492,人才,0,2025-02-28,20:46,0
492,多少股,0,2025-02-28,20:43,0
498,"3/8 休盘
今天是个好日子，祝姐姐妹妹节日快乐，赚得盆满钵满。",1,2025-03-08,06:42,0
498,"3/7 盘前
25年科技元年，银行股处在震荡中应该是大概率事件。
震荡元年开启，箱体内加大力度。 本月箱体 676 + 706",0,2025-03-07,08:50,0
498,等一手6.7,0,2025-03-08,21:31,1
498,"714回落684也是到了分红线3角了，战术性出掉可以理解。
如果继续下跌，你再慢慢接回来，就是做了T，心理上会有很大优势。
如果上涨，那就认栽。就像去年那次大跌一样，承受了巨大的心理压力，割肉走的不在少数。",0,2025-03-08,20:02,1
498,一直被斜线压制，看哪天能过去不，,2,2025-03-07,01:49,0
498,中行调整完毕，带着工行飞,1,2025-03-07,09:19,1
498,兄弟，邪(斜)不压正，胜利终将属于我们。加油,0,2025-03-07,08:51,1
498,能不能硬气点，跟着大盘一起涨呢,0,2025-03-06,10:25,0
498,不，要涨过大盘，把大盘远远的甩在身后！,0,2025-03-07,08:45,1
498,"3/6 盘中
这箱体运动开始了，同志们！
676-696，大点干早点散。",1,2025-03-06,09:55,0
498,加了加了 低于80加仓 高于1毛抛了,0,2025-03-06,10:14,1
498,"3/6 盘前
什么金龙涨了，就一定跟着涨吗？
按部就班吧，该扔扔，该捡捡。",0,2025-03-06,08:17,0
498,我的创业板 沪深300起舞,0,2025-03-06,10:14,1
498,阿里涨，其他不知道,0,2025-03-06,09:26,1
498,会让你套3年,0,2025-03-05,11:58,0
498,同喜,0,2025-03-06,11:55,1
498,今天菜钱已到 哈哈哈,0,2025-03-06,11:00,1
498,果然把6.80以下买的抛掉，就涨了,1,2025-03-05,10:30,0
498,菜钱赚到了！ 哈哈,0,2025-03-06,11:00,1
498,加了，小资金做做差价，赚点菜钱,0,2025-03-06,10:29,1
498,就差一分钱 万手大哥 没带我上车呀,0,2025-03-05,09:44,0
498,我早上回复的策略好用啊,0,2025-03-06,11:04,1
498,给你个表情,0,2025-03-06,09:38,1
498,3/5 盘前分析 今日大跌 （完） 跌破散户最后期望 然后反弹 跌 反弹 跌 。。。,0,2025-03-05,06:59,0
498,买小米是不是比工行刺激多了啊,0,2025-03-05,17:06,1
498,那我再加仓小米,0,2025-03-05,16:26,1
498,"3/4 盘前
别折腾了，676 - 696 箱体运动起来吧",0,2025-03-04,09:05,0
498,已经电话通知大哥，正在准备子弹。,0,2025-03-04,09:57,1
498,说好的反弹呢,1,2025-03-04,09:50,1
498,反弹不及预期看来指数还得向下,0,2025-03-03,11:02,0
498,有个博主就等3050点，会不会是个语言呢,0,2025-03-04,05:52,1
498,"3/3 盘前
时间好快，1，2月表现不如人意，转眼来到3月份第一个交易日。
银行貌似被周五的猛烈回调拉下了水，但是谁又能是无辜的呢。
看是否能在箱体内运行一个月，676-706",0,2025-03-03,08:41,0
498,好嘞,0,2025-03-03,10:00,1
498,继续努力,1,2025-03-03,09:43,1
498,"借宝地晒一下1-2月的操作。
农行5买5卖，交行2买，每头寸100手。公路33买30卖，每头寸30手。感觉还可以，目前看每年实现100-200个买，100-200个卖也不是很难。",0,2025-03-02,12:57,0
498,这是大拿呀！,0,2025-03-02,19:46,1
498,明天最好的剧本就是低开，下杀，然后再勾回来，低开在683，下杀到675然后尾盘收平，再反弹两天,0,2025-03-02,10:45,0
498,让暴风雨来得更猛烈些吧,0,2025-03-04,15:02,1
498,完犊子了，明天还要跌,0,2025-03-04,14:15,1
498,大佬如何看后续几天会议前宇宙行的走势 上下震荡还是连续上涨,0,2025-02-28,22:15,0
498,我也699卖一波,0,2025-03-02,19:37,1
498,周一能突破7块吗 个人准备在6.99卖出,0,2025-03-01,20:18,1
503,行情结束了，工行即将迎来暴跌，,0,2025-03-01,08:54,0
503,隔夜美银行股大涨,0,2025-03-01,07:00,0
503,交通银行垃圾,0,2025-03-01,06:44,0
506,银行这走势，感觉还得跌两天，周二适合进,0,2025-02-28,21:28,0
506,我是攒股的。当然偶尔也会做个波段。不要紧的，不要有压力。,0,2025-03-04,22:30,1
506,还蒙到了，一般行情不好，大家都躲银行，银行也躲大家，让人两头吃面，今走势也不好看,0,2025-03-04,22:03,1
506,吓总，东财这个账户减仓了吗？,0,2025-02-28,16:37,0
506,考虑，今年定投平安银行,0,2025-02-28,18:40,1
506,梭哈宇宙行？不考虑考虑股份行吗,0,2025-02-28,17:36,1
506,吓总现在多少钱在里面?,1,2025-02-28,16:00,0
506,科技今年肯定是主线了,0,2025-03-01,11:49,1
506,我也是呢，就是看他们天天发做T的，后面是那一波连涨前T飞的。后面心态就变了，经常动作变形，吃了好多亏。10月8号我全卖光了，后面跟人学买了科技股和小米，现在收益还可以，就是每天涨跌幅度很大,0,2025-03-01,11:24,1
506,你还有盈利 还不错 我大号这个月就红了 7天。,0,2025-02-28,15:36,0
506,我亏在成都 江苏上了,0,2025-02-28,16:32,1
506,这俩月亏海油上面了,0,2025-02-28,16:19,1
507,期指交割日吧,0,2025-02-28,19:40,0
507,还有人保,0,2025-02-28,15:39,0
507,四大行都在砸,0,2025-02-28,15:32,0
508,你每天低买高卖降成本也就多收益了，当然手续费是要缴的。如果就是20手以内那没什么意思，缴税费后你降不了多少成本或赚不了多少钱。比如：50手每天差价5到6分就是250到300元，扣税费大约几十元后就是你的收益。明白吗？这是要有时间看盘滴。有空做做t然后等分红复投吧。,1,2025-02-28,16:49,0
508,感谢解答与分享目前没买那么多只有30000股，先小仓位持仓看看，等着如果再跌再分批补进，本人工作时间相对自由，反正有空就看看，向有经验的前辈们多学习,0,2025-02-28,21:18,1
508,谢谢，那如果卖多补少了会怎么样,0,2025-02-28,15:41,0
508,如果你分红了要扣分红税，持有不满一个月扣 20% 分红税，一个月到一年（不含）扣 10 分红税，一年以上就没事,0,2025-02-28,16:27,1
508,买卖同股,0,2025-02-28,15:24,0
510,今天银行没有护盘。最近都没有表现。,0,2025-02-28,19:43,0
510,银行微跌，其他大跌,0,2025-02-28,15:55,0
510,今天银行指数也顶不住啊,0,2025-02-28,15:35,0
511,下次一定,0,2025-02-28,15:50,0
514,看来你是做短线的,0,2025-02-28,20:01,0
514,今年银行不行了,0,2025-02-28,15:03,0
516,凭啥救？这段时间都不给银行好脸色，银行难道没脾气的？,1,2025-02-28,15:20,0
516,现在还没到的不行的时候，俯冲3000估计又开始拉了，大a绝大多数科技都是蹭概念的情绪票，基本上没落地可能性，这两天疯涨，跌了也正常,1,2025-02-28,15:09,0
521,没有规定大盘跌大银行股就一定要护盘。大家一起跌才是真的跌,1,2025-02-28,20:05,0
521,为什么要护盘？,0,2025-02-28,14:48,0
521,明白就好,0,2025-02-28,14:30,0
521,银行今天还没收到足够筹码，他们利用大资金砸盘逼着股民割肉呢,0,2025-02-28,14:19,0
522,兄弟，不要透漏你的成本价啊，你看你说你6.88量化立马把股价降到6.87,0,2025-02-28,15:27,0
522,,0,2025-02-28,15:47,1
522,我还在想今天应该不会破88,0,2025-02-28,15:38,1
522,多大资金啊得需要4天才能买完,0,2025-02-28,14:30,0
522,几个亿吧,0,2025-02-28,14:44,1
522,没多少，就是原来都在某宝里，倒腾费劲,0,2025-02-28,14:40,1
