post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
209,你看看A股每天大涨的是绩优股还是垃圾股？,0,2025-03-01,09:57,0
211,有散户买，就不会涨,0,2025-02-28,22:13,0
212,散户都卖了就开始涨了！,0,2025-02-28,21:41,0
213,用逻辑思维分析，近一个亿的大资金不会在二级市场上采用一次下单的方法减持，最大的可能性是有大机构要接盘某家退出MSCI而清仓的股票，并且商量好13.65接盘价，谁知半路杀出部分抢盘的资金，硬是把股价抬到13.84成交。因此，分析后的结论是，MSCI中该股的资金因指数样本调整原因退出了，但是有一个亿的新资金接盘进场了。,1,2025-03-02,10:41,0
213,,0,2025-03-01,11:37,0
216,在小金属板块里最差的一只。肯定出问题了，今天早上没狠心割了,0,2025-02-28,18:01,0
219,今天被剔除出msci指数，尾盘有异动砸盘。,0,2025-02-28,16:00,0
220,某些做空的人平仓换手做多,0,2025-02-28,19:49,0
220,铟价走强，最近半个月已经上涨了百分之十。,0,2025-02-28,19:11,0
220,,0,2025-02-28,19:08,0
220,从MSCI指数中拿掉了，按照规定今天是最后一天，但鬼子阴谋没成功，收盘开的砸盘低价被托上来了。股市里也不是只有一家主力。,0,2025-02-28,15:30,0
221,先走一半，保卫胜利果实。,0,2025-03-03,12:40,0
221,只要有大量散户买，股票下跌不止,0,2025-03-01,09:43,0
221,满仓满融,0,2025-03-01,09:06,0
221,尾盘进来了？,0,2025-02-28,15:12,0
221,是,0,2025-03-01,08:47,1
222,最后三分钟是大宗交易，底部很明显了。。。,0,2025-02-28,20:07,0
222,加仓？干,1,2025-02-28,20:10,1
222,做空的人平仓换手做多了,0,2025-02-28,19:50,0
222,600多万股，再多点都进前十股东了,0,2025-02-28,18:57,0
222,msci清仓,1,2025-02-28,15:09,0
222,国际资本剔除了不争气的锡业股份,0,2025-02-28,18:35,1
222,8000多万，轻松接住，也是可以的,2,2025-02-28,17:59,1
222,一些资金走了,0,2025-02-28,15:08,0
223,用逻辑思维分析，近一个亿的大资金不会在二级市场上采用一次下单的方法减持，最大的可能性是有大机构要接盘某家退出MSCI而清仓的股票，并且商量好13.65接盘价，谁知半路杀出部分抢盘的资金，硬是把股价抬到13.84成交。因此，分析后的结论是，MSCI中该股的资金因指数样本调整原因退出了，但是有一个亿的新资金接盘进场了。,1,2025-03-02,10:42,0
223,锡业出什么大问题了？,0,2025-03-01,20:23,0
223,大笑大笑这个都不知道啊！嗨。。。不要玩啦，存银行吧！,0,2025-02-28,21:11,0
223,模仿您知道下周要？,0,2025-02-28,21:19,1
223,意味着大资金在连续打压后吸到货了，但是散户洗出去多少不知道,0,2025-02-28,15:15,0
223,如果是机构调仓走了，那对庄来说是不是又拿到了筹码利于后期。还是机构走了会引发更多的抛盘后续持续下跌。这半年压的太狠了,0,2025-02-28,15:20,1
223,这票被踢出MSCI调仓换股,2,2025-02-28,15:12,0
223,您的看法后期是？,1,2025-02-28,21:09,1
223,是的这几年观察好几个是这样的，,0,2025-02-28,20:10,1
223,请大神讲解一下，这是机构调仓走了？意味着什么？,0,2025-02-28,15:07,0
223,公司但凡去查下过去历史都得卖掉8成仓，几年就得进去一个，哪有前途,0,2025-02-28,17:03,1
225,请教一下，这么大的量是机构出逃了？你买入是看好后期？还是下周开始继续跌？,0,2025-02-28,15:08,0
225,后市会怎么样啊？,0,2025-02-28,18:58,1
225,好的，谢谢。虽然外资清仓，但是今天跌的也不多。,0,2025-02-28,15:24,1
