post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
146,不会的，加仓的人太多，继续阴跌的面大,0,2025-02-28,22:22,0
146,是的，拉20个点我肯定就跑了,0,2025-02-28,23:15,1
146,越跌加仓的越多，只有拉起来才能把散户洗跑！,0,2025-02-28,22:40,1
146,明后两天涨停周一跌停,0,2025-02-28,19:57,0
146,明天你放心不会跌了,0,2025-02-28,19:44,0
146,恭喜你，抄在山顶,0,2025-02-28,18:42,0
146,明天后天连续两天连板,0,2025-02-28,18:27,0
147,看来还要跌。。哎。太苦了。,0,2025-02-28,17:58,0
148,差不多了。可以适当买入了！这种票有可能逆大盘的。因为它pe低！如果下周热点反戈不成！唯一能有点看头的就是分红高业绩好股价低的票咯！我也加了两层。4层仓位了！剩下的买点海控吧！祝坚守岗位的兄弟们发财！,1,2025-02-28,15:40,0
148,光伏下周有表现,1,2025-03-01,07:38,1
148,不高。你这次进的成本比我低！我都16块还是加仓了的成本！其实一起3层仓位！下周一还是买点旅游票吧！其他的涨太多了！恐高。,0,2025-02-28,19:23,1
148,你厉害，越跌越买，庄砸下来的筹码被你抢啦,0,2025-02-28,15:23,0
148,今天是必买行情 等了很久了,0,2025-02-28,15:31,1
149,我是觉得啊，下周趋势出来了再加也不晚，大盘这才第一天跌，啥时候能止跌都不知道呢。,0,2025-02-28,16:13,0
149,哈哈哈哈哈哈，是嘛，这个心态就能拿一年,0,2025-02-28,16:53,1
149,哈哈，我最近啊，都有点麻木啦，感觉它就该跌不会涨了，心里好受多了,0,2025-02-28,16:38,1
153,其实大参林还不如益丰,0,2025-02-28,14:42,0
154,必破,0,2025-02-28,18:37,0
155,废话真多,0,2025-02-28,14:25,0
155,明天估计还有一面,0,2025-02-28,14:17,0
156,15.6了，昨天15.7，前天15.8，每天一跌,0,2025-02-28,14:38,0
156,我认怂了，再跌都不加仓,0,2025-02-28,14:58,1
156,5日线都没站上，怎么判断的跌不动了,0,2025-02-28,14:26,0
156,我一说就跌了,0,2025-02-28,14:19,0
156,两毛又下来了,0,2025-02-28,14:12,0
156,再看看,0,2025-02-28,14:11,0
