post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
1872,怎么低的市盈率，业绩大增，周一涨停,0,2025-03-01,00:07,0
1874,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:46,0
1874,你这是买了多少啊？,0,2025-03-01,00:53,1
1875,东阳光冷？,2,2025-03-01,01:23,0
1875,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:47,0
1876,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:47,0
1878,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:37,0
1879,开篇三票看了一下周K，都是符合周K高抛法则的标的，下面的就不用看了！鉴定完毕！,0,2025-03-02,21:32,0
1879,D超级重磅，摩根士丹利预计全球人形机器人潜在市场规模达60万亿美元，夏厦精密作为人形机器人龙头，翻三倍以上,7,2025-03-01,13:38,0
1879,"H夏厦精密.市值十几亿，生产的减速机及其配件应用于机器人。减速机是人形机器人最重要的运动部件！在人形机器人方面,夏厦精密已向达闼送货人形机器人关节减速机，目标翻五倍",5,2025-03-01,13:29,0
1879,不要相信任何机构,2,2025-03-01,11:53,0
1879,华友钴业,0,2025-03-01,08:24,0
1879,周一能给我个涨停嘛,1,2025-03-01,07:18,0
1879,来一个,0,2025-03-01,10:41,1
1879,"浪潮信息涉及几乎所有高科技产业：
AI，人工智能，机器人，新能源汽车，无人机，计算机强大算力…
能不看好吗 截止目前公司股价上月涨幅14%，属于严重低估",3,2025-03-01,06:34,0
1879,把你自己的搞好吧,0,2025-03-01,04:28,0
1879,都是接盘名单,3,2025-02-28,23:37,0
1879,没错,0,2025-02-28,23:58,1
1881,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:32,0
1881,液冷市场每年以45%增长,0,2025-02-28,23:35,1
1882,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:32,0
1883,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:27,0
1884,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:27,0
1884,踏空了很难受吧,0,2025-02-28,23:36,1
1884,你是没脑子的菜鸟吗,0,2025-02-28,23:29,1
1887,周一涨停板,0,2025-02-28,23:18,0
1889,看了中兴这次财报，感觉他们在云计算和物联网领域也有不少进展，还是挺期待中兴未来的表现的。,0,2025-03-02,09:47,0
1890,周一涨停板,0,2025-02-28,23:18,0
1892,有业绩，2025年又有业绩预期。难跌了吧,0,2025-03-01,07:27,0
1892,就说你今天在那个价割的吧！,0,2025-02-28,23:31,0
1893,……,0,2025-03-01,15:11,0
1893,周一跌概率挺大的，散户，未来不确定性，好像10月8日股价185，下跌5个月,0,2025-03-01,08:56,0
1893,周一涨停封板,0,2025-03-01,08:47,0
1893,这票再次腰斩，我肯定全仓入了，不害怕，等得起,0,2025-03-01,08:27,0
1893,全国股民才多少人,0,2025-03-01,07:57,0
1893,发烧了。,0,2025-03-01,07:35,0
1893,你就是个大傻,0,2025-03-01,07:28,0
1893,关键是融券不对等，在任何价位他们都可通过融券抛压，然后低位买回套现。只有强制分红才能走出这一死局。,0,2025-03-01,02:10,0
1896,对,0,2025-02-28,22:52,0
1898,周一涨停板,0,2025-02-28,23:18,0
1899,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:37,0
1901,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:37,0
1902,干脆2025年全面净利润150亿,0,2025-02-28,22:35,0
1903,一个铁公鸡企业,0,2025-02-28,22:45,0
1905,玩野退出股票吧,0,2025-02-28,23:19,0
1905,你这是越活越回去呗 2015年都来了 你是穿越来了吗,0,2025-02-28,22:06,0
1905,搭理他干啥。就是个缺。,0,2025-02-28,23:34,1
1906,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:37,0
1907,不知你下跌到71元是怎么测算出来的，(每个人都有自己的预判)，我同意你下周有跌穿95元前低的概率。但不认为会跌太多，大概率破位5一8个点区域就是本次下跌区域低点。极限区域破位10%。计划破前低逐步补仓。,0,2025-03-01,05:49,0
1907,周一涨停了,0,2025-02-28,23:19,0
1907,看看阳光电源就知道了,0,2025-02-28,23:14,0
1908,周一涨停,0,2025-02-28,23:19,0
1909,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:37,0
1910,下跌是机会，耐心等待，95建仓，现在情绪面差劲，做好破90准备，另外，英伟达开始表演了！！,0,2025-02-28,22:31,0
1912,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:38,0
1912,又疯了一个,0,2025-02-28,22:18,0
1915,绿机好早涨起来了，买完当长期股东。推荐的票也信，他们要是厉害，还在推荐什么股票，早被挖走了，或者自己闷声发大财。,0,2025-03-05,07:15,0
1915,反正我是看到了人民币的影子...,0,2025-03-04,16:52,0
1915,主力们，再破百元我要加仓干了,0,2025-03-01,20:32,0
1915,我好怕怕哦,0,2025-03-01,21:31,1
1915,A股不是炒业绩的市场！,0,2025-03-01,10:29,0
1915,"虽然，只有短标股票是炒出来的
但最后大浪淘沙退潮之后，还能中线跌宕向上的，哪个业绩一直亏损？",0,2025-03-01,21:26,1
1915,这业绩也不咋地啊，四季度也没啥增速,0,2025-03-01,10:40,1
1915,在大A，高利润的公司不受待见，会被说成后续乏力、环比增长不行，哎，A股有几家像中际这么优秀的,0,2025-03-01,08:41,0
1915,哥们说的是利价同高估值很高的白马股上涨乏力，但哪只白马股不是从业绩好的股票涨起来的，哪个股票一直亏损会跻身白马股？,0,2025-03-01,21:24,1
1915,现在的股价呢,0,2025-03-01,20:40,1
1915,礼拜一要，暴力拉升了，大家一起加仓,0,2025-03-01,05:22,0
1915,怎么低的市盈率，业绩大增，周一涨停,0,2025-02-28,23:20,0
1915,昨天堵了一把，满仓了~看周一效果,0,2025-03-01,10:12,1
1915,下周一跌停，没悬念了,2,2025-02-28,23:13,0
1915,……,0,2025-03-01,20:40,1
1915,对，他是超级sb,0,2025-03-01,19:31,1
1915,反正我是准备高开卖低开买,0,2025-02-28,23:05,0
1915,中际下周没悬念了,0,2025-02-28,22:12,0
1920,龙哥，中际旭创还能继续发光发热吗？,0,2025-03-04,12:18,0
1920,铁粉报道,0,2025-03-02,20:49,0
1920,周一中际涨停,0,2025-03-02,10:09,0
1920,早上好,0,2025-03-02,10:04,0
1920,晚上好,0,2025-03-01,19:50,0
1920,周末愉快龙哥,0,2025-03-01,07:38,0
1920,龙大、周末愉快,0,2025-02-28,22:40,0
1920,龙哥 中际我都要拿长毛了,1,2025-02-28,22:40,0
1920,羡慕,0,2025-02-28,23:21,1
1920,老师的前瞻性无与伦比！,1,2025-02-28,22:35,0
1920,龙大，汉宇1月份跌的忄参吧，2月份翻倍，事实证明，就是强！,0,2025-02-28,22:18,0
1920,龙大机器人止赢！会轮动呀,0,2025-02-28,23:20,1
1920,汉宇集团翻倍主要是因为人形机器人吧？不是因为液冷,0,2025-02-28,22:59,1
1920,今天才知道帖子可以设置粉丝可见,1,2025-02-28,22:17,0
1920,好吧，龙大一定要保护好自己哦,0,2025-02-28,22:35,1
1920,别担心，老大会把握好尺寸的,0,2025-02-28,22:32,1
1920,早点休息吧，周末愉快呀,1,2025-02-28,22:14,0
1920,不能买了,0,2025-02-28,22:11,0
1920,龙哥好！怎么样才能跟你一起买卖股票？,0,2025-02-28,22:01,0
1920,一米康你买,0,2025-02-28,23:15,1
1920,估计跟英伟达关联太大，工业富联同样如此。,2,2025-02-28,21:56,0
1920,妇联，跟跌不跟涨，套3个月了,0,2025-03-03,07:23,1
1920,A|硬件,0,2025-02-28,21:54,0
1920,是啊，当时中际是超牛、是光,0,2025-02-28,21:44,0
1920,液冷！耶相当热,15,2025-02-28,21:34,0
1920,如果这么热的话，中际没怎么涨，今天还跌这么多,0,2025-02-28,21:33,0
1920,你是真看不起易中天，走大穿越的品种,0,2025-02-28,22:44,1
1920,易中天三剑客耶,2,2025-02-28,21:44,1
1921,你这个，天天喊一字跌停，成功吗？,0,2025-02-28,23:13,0
1926,中兴的这个收入结构，称得上多点开花了，还都开的挺好~,1,2025-03-02,12:24,0
1926,看了不少公司的财报，中兴的布局和增长点是我最看好的。,0,2025-03-02,11:07,0
1926,能够一直向前发展，大手笔的研发投入是关键，毕竟不能指望别人跑的慢，只能自己快点跑！,2,2025-03-02,11:07,0
1926,把中兴这几年的财报放在一起看，它在研发上可是很舍得花钱的。,0,2025-03-02,10:45,0
1926,这时候才能看出大厂的格局和底气，比起财报别的都是虚的。,0,2025-03-02,10:45,0
1926,年年都关注中兴的财报，成绩一直不错。,0,2025-03-02,09:53,0
1926,不光业绩好，听说员工福利待遇也不错，不知道还招人不？,0,2025-03-02,09:45,0
1926,中兴在研发费用上投入很大，看得出来中兴对于未来的信心。,0,2025-03-02,09:15,0
1926,刷到了中兴的财报，这行业龙头还是靠谱。,0,2025-03-02,09:15,0
1926,有资源，有魄力，能取得这样的成绩一点不意外。,0,2025-03-02,00:12,0
1926,几个科技大厂当中，中兴通讯是很值得关注的一个。,0,2025-03-02,00:12,0
1926,"风靡全球的新能源汽车，风电，节能电机等新能源普及潮流，叠加正在到来的机器人浪潮，全产业链轻稀土垄断龙头北方稀土注定将受益匪浅！
新能源汽车的放量只是刚开始，未来将全面取代燃油车，无论电池采用什么技术，电机和电控都是必然的配置，高效节能的永磁电机需求越来越大，同时车内配置的智能电子设备也会越来越多。新能源汽车只是稀土产业应用的一个缩影，随着科技的不断进步和经济规模的不断扩张，稀土材料的应用会越来越广泛，从民用，工业，到军工，从家用电器，消费...",0,2025-03-01,21:43,0
1926,核聚变结果不确定。。。。,0,2025-03-01,20:16,0
1926,下周可能发酵一下核聚变？,0,2025-03-01,19:01,0
1926,核聚变商用遥远，也不一定弄成。。。。,0,2025-03-01,19:37,1
1926,不能，哈哈哈哈,0,2025-03-01,19:26,1
1926,中兴的这个收入结构，称得上多点开花了，还都开的挺好,0,2025-03-01,18:40,0
1926,利润又创新高，真是让人佩服！,0,2025-03-01,18:37,0
1926,这才哪到哪啊，等到AI和云计算真成规模的时候，中兴的布局就该大爆发了！,0,2025-03-01,18:37,0
1926,中兴的这个收入结构，称得上多点开花了，还都开的挺好~,0,2025-03-01,18:36,0
1926,中兴的这个收入结构，称得上多点开花了，还都开的挺好~,0,2025-03-01,18:35,0
1926,中兴5G基站的市场份额，还挺有底气的。,0,2025-03-01,18:32,0
1926,真是能扛住大环境啊，这财报增长真挺漂亮,0,2025-03-01,18:29,0
1926,中兴在国际市场的份额又涨了，真是为国争光！,0,2025-03-01,18:13,0
1926,看了不少公司的财报，中兴的布局和增长点是我最看好的。,0,2025-03-01,18:11,0
1926,中兴的算力真的牛啊，上了ai这波的风口，冲！,0,2025-03-01,18:08,0
1926,不太懂这些数据背后的意义，但看中兴这次财报，莫名觉得中兴发展很不错！,0,2025-03-01,18:07,0
1926,中兴在研发上的投入真是大手笔！,0,2025-03-01,18:06,0
1926,中兴在企业领域和普通消费领域一直做的不错的。,0,2025-03-01,18:04,0
1926,财报一出，我这好几个科技圈的朋友们都开始讨论了，我也来看看怎么个事！,0,2025-03-01,18:02,0
1926,这时候才能看出大厂的格局和底气，比起财报别的都是虚的。,0,2025-03-01,18:02,0
1926,这两年国家还挺重视数字能源产业的，中兴抓住这波机会，今年还能再飞一回。,0,2025-03-01,18:01,0
1929,人民日报了,0,2025-03-02,13:39,0
1929,中兴的财报数据一看，就知道他们没少下功夫！,0,2025-03-02,12:25,0
1929,中兴这次财报真是让人惊喜连连，期待他们未来的表现！,0,2025-03-02,11:08,0
1929,看了财报，我觉得中兴真是越来越有竞争力了！,0,2025-03-02,11:08,0
