post_title,post_view,comment_num,post_url,post_date,post_time,post_author
#强势机会#,24,0,"https://guba.eastmoney.com/news,002439,1525702921.html",2025-03-09,23:42,半仓操作888
李彦宏：2025年或成AI智能体爆发元年“智能经济”将跑出加速度,113,1,"https://guba.eastmoney.com/news,002439,1525697627.html",2025-03-09,22:38,炒股赚学费啊
也没说哪时候解封，不会是永久拉黑了吧？吓死人,271,6,"https://guba.eastmoney.com/news,002439,1525695514.html",2025-03-09,22:18,真诚De皮特
到底管理的其他企业什么意思？？？,136,3,"https://guba.eastmoney.com/news,002439,1525693386.html",2025-03-09,21:58,股友zobqZ7
人气比较高！！！,94,1,"https://guba.eastmoney.com/news,002439,1525691420.html",2025-03-09,21:38,葫芦大侠侠
谁来告诉我管理的其他企业什么意思？,202,3,"https://guba.eastmoney.com/news,002439,1525691260.html",2025-03-09,21:36,股友zobqZ7
管理的其他企业有什么影响？,225,5,"https://guba.eastmoney.com/news,002439,1525691059.html",2025-03-09,21:34,股友zobqZ7
明天会不会涨停,148,1,"https://guba.eastmoney.com/news,002439,1525687915.html",2025-03-09,21:01,股友365Tr22163
晚上遛遛狗@说什么好啊啊啊啊,93,0,"https://guba.eastmoney.com/news,002439,1525687296.html",2025-03-09,20:55,基民x5255i0905
很快有一轮下跌。,106,1,"https://guba.eastmoney.com/news,002439,1525686394.html",2025-03-09,20:44,股友907285ie93
谁赶紧来安慰安慰我？,121,1,"https://guba.eastmoney.com/news,002439,1525685057.html",2025-03-09,20:28,股友zobqZ7
好害怕啊怎么办？,101,0,"https://guba.eastmoney.com/news,002439,1525684807.html",2025-03-09,20:25,股友zobqZ7
范围是全军啊,458,11,"https://guba.eastmoney.com/news,002439,1525684636.html",2025-03-09,20:23,股友zobqZ7
在暂停期内，该公司法定代表人严立控股或管理的其他企业暂停参加上述范围军队采购活动,174,1,"https://guba.eastmoney.com/news,002439,1525684525.html",2025-03-09,20:22,股友zobqZ7
明天开盘就跑，开盘就是最高点,127,1,"https://guba.eastmoney.com/news,002439,1525683486.html",2025-03-09,20:10,多财有余地千仞雪
来买我的天奥电子啊，家人们，跟皮特大哥不会错，别说不带你发财,168,4,"https://guba.eastmoney.com/news,002439,1525682683.html",2025-03-09,20:01,虚伪De皮特
不见张婷不卖股,113,0,"https://guba.eastmoney.com/news,002439,1525679772.html",2025-03-09,19:25,熟银资本
三次竞价涨停是不是洗盘周末小米机器人利好启明星辰,191,0,"https://guba.eastmoney.com/news,002439,1525679746.html",2025-03-09,19:25,wishi95zhizun
下阶段，启明星辰将成为2025年度的大牛股，朋友们、股友们，信不信由你，买不买由,162,0,"https://guba.eastmoney.com/news,002439,1525679490.html",2025-03-09,19:21,财运广进de白鹤
周五收了十字星，明天闷杀，关灯吃面，主力进了这么多，还能砸下去，不用看，是主力拉,402,3,"https://guba.eastmoney.com/news,002439,1525677292.html",2025-03-09,18:54,七十二堂
明天开盘了，皮特大哥在开盘前讲三点，1，大盘在这个位置是有压力的，回调的概率大，,372,6,"https://guba.eastmoney.com/news,002439,1525671979.html",2025-03-09,17:39,真诚De皮特
$启明星辰(SZ002439)$,372,10,"https://guba.eastmoney.com/news,002439,1525668516.html",2025-03-09,16:53,股友72W76152M8
连续三次集合竞价涨停，然后撤单！我觉得是吸引跟风盘来出货，真要测试抛压，不会连续,582,13,"https://guba.eastmoney.com/news,002439,1525666301.html",2025-03-09,16:23,夏天的白雪皑皑
看评论散户在这个位置都下车了,215,3,"https://guba.eastmoney.com/news,002439,1525663093.html",2025-03-09,15:37,拥抱核心
启明星辰本周融资净买入7986.39万元，居软件开发板块第十,165,0,"https://guba.eastmoney.com/news,002439,1525660070.html",2025-03-09,15:08,大眼看两融
你就继续自作多情，自作聪明吧！继续意,169,3,"https://guba.eastmoney.com/news,002439,1525657035.html",2025-03-09,14:57,长安剑出鞘9
看空？看多？,164,0,"https://guba.eastmoney.com/news,002439,1525655368.html",2025-03-09,14:25,木土十布
难道是等着做龙二？,115,0,"https://guba.eastmoney.com/news,002439,1525654719.html",2025-03-09,14:13,股友zobqZ7
为什么它是老鸭头但是涨不过深信服？这是为啥呢？,146,2,"https://guba.eastmoney.com/news,002439,1525654681.html",2025-03-09,14:13,股友zobqZ7
明白了买东方集团。感谢皮特老师的经验。,282,3,"https://guba.eastmoney.com/news,002439,1525654572.html",2025-03-09,14:11,归来的轨道
对，老鸭头！,224,3,"https://guba.eastmoney.com/news,002439,1525649736.html",2025-03-09,12:44,股友zobqZ7
老鸭头形态吗？。,372,5,"https://guba.eastmoney.com/news,002439,1525649160.html",2025-03-09,12:34,葫芦大侠侠
大家看一下周线和量能，每一次放量，都是下跌的开始。散户没那么多的筹码，大概率是北,143,5,"https://guba.eastmoney.com/news,002439,1525647032.html",2025-03-09,11:58,虚伪De皮特
下周一估计震荡洗盘。,165,2,"https://guba.eastmoney.com/news,002439,1525646072.html",2025-03-09,11:41,股友ZUmCWE
7号新进启明星辰，看好突破，天空才是尽头,161,1,"https://guba.eastmoney.com/news,002439,1525644982.html",2025-03-09,11:24,每月稳定十个点
周一估计抛压很重，还得洗一下筹码。或者跌下去洗,233,4,"https://guba.eastmoney.com/news,002439,1525643060.html",2025-03-09,10:56,炒股养3妻
大家看一下周线和量能，每一次放量，都是下跌的开始。散户没那么多的筹码，大概率是北,410,8,"https://guba.eastmoney.com/news,002439,1525635771.html",2025-03-09,09:26,真诚De皮特
巴塞罗那通信展华为云手机来了,803,4,"https://guba.eastmoney.com/news,002439,1525621258.html",2025-03-08,23:39,沉稳的车兰芳
我皮特看好，家人们周一赶紧跑跟我买进蜂助手吧，勿谓言之不预,478,5,"https://guba.eastmoney.com/news,002439,1525617548.html",2025-03-08,22:37,虚伪De皮特
最近量放那么大，原来是主力为了赶在6月份600万股解禁前出货。周一大跌稳了。,237,0,"https://guba.eastmoney.com/news,002439,1525616988.html",2025-03-08,22:29,虚伪De皮特
最近量放那么大，原来是主力为了赶在6月份600万股解禁前出货。周一大跌稳了。,492,10,"https://guba.eastmoney.com/news,002439,1525616494.html",2025-03-08,22:21,真诚De皮特
都是成年人，害怕就走，不害怕就坚定持有，废话真多～,218,0,"https://guba.eastmoney.com/news,002439,1525608307.html",2025-03-08,20:19,股友h603x86011
六月份解禁六百万怎么办大佬们？,280,1,"https://guba.eastmoney.com/news,002439,1525606099.html",2025-03-08,19:44,股友zobqZ7
刚进来，怎么全都是皮特？？,316,4,"https://guba.eastmoney.com/news,002439,1525599396.html",2025-03-08,17:52,股友zobqZ7
周末看多的那么多，皮特大哥宣布:周末两天连续涨停，周一回调8个点，大家没意见吧？,256,2,"https://guba.eastmoney.com/news,002439,1525598704.html",2025-03-08,17:41,虚伪De皮特
上次20差2分前突破近期前高20.02后回调15个点。这次19.98又差两分钱突,394,2,"https://guba.eastmoney.com/news,002439,1525598523.html",2025-03-08,17:38,虚伪De皮特
启明十八元至二十元是机构建仓价格,299,2,"https://guba.eastmoney.com/news,002439,1525597212.html",2025-03-08,17:16,股友3319X5H332
不妙啊,188,0,"https://guba.eastmoney.com/news,002439,1525596654.html",2025-03-08,17:07,多财有余地千仞雪
manus在周五被封的情况下星辰拉到20左右洗盘吸筹，如果出货周五最少跌3个点左,1046,6,"https://guba.eastmoney.com/news,002439,1525596082.html",2025-03-08,16:59,wishi95zhizun
操作系统,173,0,"https://guba.eastmoney.com/news,002439,1525591641.html",2025-03-08,15:52,南方小可爱
19.92，追进去了，周一还能保本出来吗？,378,5,"https://guba.eastmoney.com/news,002439,1525591601.html",2025-03-08,15:52,基民09t6a81308
大盘影响，进攻暂停，择机突破，积极介入，耐心等待。,180,0,"https://guba.eastmoney.com/news,002439,1525585856.html",2025-03-08,14:25,跟着蜜蜂采花蜜
上次20差2分前突破近期前高20.02后回调15个点。这次19.98又差两分钱突,326,3,"https://guba.eastmoney.com/news,002439,1525584579.html",2025-03-08,14:04,真诚De皮特
每天溜溜苟@说什么好啊啊啊啊,175,0,"https://guba.eastmoney.com/news,002439,1525579941.html",2025-03-08,12:58,基民x5255i0905
晕，有起板的苗头，这货有什么新题材吗！,266,1,"https://guba.eastmoney.com/news,002439,1525579466.html",2025-03-08,12:50,ZOZO_RMB
华为云手机，3月20号左右发布,233,0,"https://guba.eastmoney.com/news,002439,1525577497.html",2025-03-08,12:19,概率学游戏
周末看多的那么多，皮特大哥宣布:周末两天连续涨停，周一回调8个点，大家没意见吧？,246,3,"https://guba.eastmoney.com/news,002439,1525577439.html",2025-03-08,12:18,真诚De皮特
启明星辰已启动，箭在弦上，至少到35元，华为云，即将发布新手机,332,2,"https://guba.eastmoney.com/news,002439,1525575233.html",2025-03-08,11:48,旺哥168
有可能还会洗一两天,193,1,"https://guba.eastmoney.com/news,002439,1525575054.html",2025-03-08,11:46,炒股养3妻
人工智能等新兴领域将加强立法研究,240,0,"https://guba.eastmoney.com/news,002439,1525574369.html",2025-03-08,11:37,忍我行
3月18日，华为发布pocket3，与启明星辰深度合做。预计3月11—3月15开,363,2,"https://guba.eastmoney.com/news,002439,1525573925.html",2025-03-08,11:31,股友3580127a1O
有点故意在做顶，想吓走一部分人。,181,0,"https://guba.eastmoney.com/news,002439,1525573282.html",2025-03-08,11:23,球雪球
25多的本,196,2,"https://guba.eastmoney.com/news,002439,1525572146.html",2025-03-08,11:10,股友18N20E1351
华为云手机最正宗的票啊，华为云服务最受益标的，你们难道都不知道启明炒什么？？下周,270,0,"https://guba.eastmoney.com/news,002439,1525572075.html",2025-03-08,11:09,富人151
若AI安全成为独立赛道，启明星辰可能因赛道稀缺性获得溢价,320,1,"https://guba.eastmoney.com/news,002439,1525567597.html",2025-03-08,10:18,n330113524415886
网络安全，启明星辰绝对龙头。,398,4,"https://guba.eastmoney.com/news,002439,1525566539.html",2025-03-08,10:06,拥抱核心
最强的B端，ai应用端最强大的就是，，，,196,0,"https://guba.eastmoney.com/news,002439,1525564956.html",2025-03-08,09:48,未来十年牛市起点
放量,175,0,"https://guba.eastmoney.com/news,002439,1525562667.html",2025-03-08,09:20,天意如此
$启明星辰(SZ002439)$,594,7,"https://guba.eastmoney.com/news,002439,1525550666.html",2025-03-08,06:53,飞翔2023
亏损，说什么都没用，企业不创造利润，何用？远离！,234,0,"https://guba.eastmoney.com/news,002439,1525541383.html",2025-03-08,01:09,必拓不弃子大势至
下周一应该有5个点的跌幅。连续三天竞价涨停吸引散户，今天冲高回落，主力在出货了。,383,4,"https://guba.eastmoney.com/news,002439,1525533051.html",2025-03-07,23:21,虚伪De皮特
有些人说云计算......云存储......腾讯云......阿里云......,275,0,"https://guba.eastmoney.com/news,002439,1525532947.html",2025-03-07,23:20,虚伪De皮特
下周一应该有5个点的跌幅。连续三天竞价涨停吸引散户，今天冲高回落，主力在出货了。,334,3,"https://guba.eastmoney.com/news,002439,1525529531.html",2025-03-07,22:55,真诚De皮特
你说他差吧，他该每天涨一点。你说他好吧，做安全的任子行，深信服都长成啥样了？,286,0,"https://guba.eastmoney.com/news,002439,1525528642.html",2025-03-07,22:49,早春的树
