post_title,post_view,comment_num,post_url,post_date,post_time,post_author
通厕。,21,0,"https://guba.eastmoney.com/news,600763,1525672171.html",2025-03-09,17:42,我这把梭哈了
通策医疗本周融资净偿还205.2万元，居医疗服务板块第十六,29,0,"https://guba.eastmoney.com/news,600763,1525659609.html",2025-03-09,15:07,大眼看两融
华为概念龙头,82,0,"https://guba.eastmoney.com/news,600763,1525656943.html",2025-03-09,14:55,爱拼会赢的哈里特
为什么一到周末就有一堆新面孔来吹牛呢？上周就是，然后这周跌了一周。,77,0,"https://guba.eastmoney.com/news,600763,1525655893.html",2025-03-09,14:35,三拳分立
赔了7W2021年开始玩这个票，今天上午花了3个小时把21年到现在的交易数据整理,123,0,"https://guba.eastmoney.com/news,600763,1525649225.html",2025-03-09,12:35,股友股友rxJqU1
满仓！牙茅！涨到400元！,132,1,"https://guba.eastmoney.com/news,600763,1525630099.html",2025-03-09,07:40,股友950716Dg91
$通策医疗(SH600763)$,218,1,"https://guba.eastmoney.com/news,600763,1525623160.html",2025-03-09,00:20,超越百分之九十人
当初的神话，这股价,210,0,"https://guba.eastmoney.com/news,600763,1525618992.html",2025-03-08,22:59,勇攀高峰的锦鲤
上回买了赚了卖了.周一又可以买了……,241,5,"https://guba.eastmoney.com/news,600763,1525618086.html",2025-03-08,22:45,清新的小趴菜
没实力应往上蹭看看药明,205,0,"https://guba.eastmoney.com/news,600763,1525612059.html",2025-03-08,21:15,涨停的味道
《科创板日报》独家获悉，华为正式组建医疗卫生军团，这意味着华为将智慧健康产业纳入,409,2,"https://guba.eastmoney.com/news,600763,1525557336.html",2025-03-08,08:23,慢就是快快
资讯通策医疗：融资净买入862.46万元，融资余额8.91亿元（03-07）,59,0,"https://guba.eastmoney.com/news,600763,1525552573.html",2025-03-08,07:29,通策医疗资讯
稳步下跌，,131,2,"https://guba.eastmoney.com/news,600763,1525360535.html",2025-03-07,14:22,侔夷节兮
当初卖了康德买了你，现在每天都哐哐给自己两巴掌，咬着后槽牙说一句该。,165,3,"https://guba.eastmoney.com/news,600763,1525332763.html",2025-03-07,13:57,月落星河一秒钟
下个月吧，看年报能不能涨，这个月就横着吧,123,1,"https://guba.eastmoney.com/news,600763,1525325650.html",2025-03-07,13:51,自信的亚当斯
300元买的，回来再看一眼,268,5,"https://guba.eastmoney.com/news,600763,1525294352.html",2025-03-07,13:26,股友g172k71060
通厕通厕，难怪这么臭,118,0,"https://guba.eastmoney.com/news,600763,1525275774.html",2025-03-07,13:10,TMB糊涂虫
748，784，478，487，874，847,130,0,"https://guba.eastmoney.com/news,600763,1525259045.html",2025-03-07,12:49,我是大散SZWINCOM
下午估计会拉升，收大长腿小绿。不拉，收盘价不破今天低点，下周一会反包。,163,1,"https://guba.eastmoney.com/news,600763,1525241601.html",2025-03-07,11:42,单钓一只股123
资讯国泰君安：AI全面赋能医疗 提升服务效率与质量,6960,28,"https://guba.eastmoney.com/news,hk02273,1525220307.html",2025-03-07,11:16,固生堂资讯
低吸,97,0,"https://guba.eastmoney.com/news,600763,1525210564.html",2025-03-07,11:09,花开为富的苗若兰
A股通厕第一股,111,2,"https://guba.eastmoney.com/news,600763,1525201748.html",2025-03-07,11:02,安吉宝总
骂不动了，无语了,80,1,"https://guba.eastmoney.com/news,600763,1525186542.html",2025-03-07,10:51,股友81y75715N6
