post_title,post_view,comment_num,post_url,post_date,post_time,post_author
现状讲你又唔听听你又唔明明你又唔做做你又做错错你又唔认认你又不改改你又不服不服你,115,0,"https://guba.eastmoney.com/news,601328,1525640291.html",2025-03-09,10:30,苏涟水
资讯打“骨折”甩卖！银行加速转让这类资产,1.3万,35,"https://guba.eastmoney.com/news,hk03328,1525617004.html",2025-03-08,22:29,交通银行资讯
资讯交通银行：融资净偿还221.32万元，融资余额10.26亿元（03-07）,62,0,"https://guba.eastmoney.com/news,601328,1525553811.html",2025-03-08,07:40,交通银行资讯
还有两天下跌，就到底了，就该买了……,150,0,"https://guba.eastmoney.com/news,601328,1525463887.html",2025-03-07,17:33,低位定投内心无忧
又到了每周星期五了！！！,242,3,"https://guba.eastmoney.com/news,601328,1525441157.html",2025-03-07,16:21,沈沈沈
交行为什么涨不过其他大行，跌就跌的比其他大行多。太菜了,323,3,"https://guba.eastmoney.com/news,601328,1525426259.html",2025-03-07,15:39,维CPK技能大赛
成本7.19，是不是很难解套了？,337,8,"https://guba.eastmoney.com/news,601328,1525410693.html",2025-03-07,15:04,我的股票666
重生之我在银行躲牛市,142,0,"https://guba.eastmoney.com/news,601328,1525409728.html",2025-03-07,15:03,LGN天天涨不停
落袋，跑，远离银行抱团派发票，趁机会落袋布局中超跌绩优票，看着这些千万抱团派发票,625,5,"https://guba.eastmoney.com/news,601939,1525405250.html",2025-03-07,14:59,老亨出手
有谁知道国有六大行哪个股息率最高啊？,696,14,"https://guba.eastmoney.com/news,601328,1525207900.html",2025-03-07,11:07,财源广进财富人生
这玩意怎么动都不动的，暴跌吗我加点仓，大涨吗我卖点，动都不动你让我怎么办,230,3,"https://guba.eastmoney.com/news,601328,1525184823.html",2025-03-07,10:49,牛涨一涨
主力，你把我帐户看得太清楚了吧！一买就跌，你真的是煞费苦心啊,116,1,"https://guba.eastmoney.com/news,601328,1525173184.html",2025-03-07,10:41,de1051030586
直播跌停，，流感配白酒，，没有万科怎么行？？缺口8.04元1股，,78,0,"https://guba.eastmoney.com/news,601328,1525159785.html",2025-03-07,10:31,拉个涨停191兆亿元
怎么又跳水,68,0,"https://guba.eastmoney.com/news,601328,1525122552.html",2025-03-07,10:07,股友krZUrn
天天资金金流入然后不涨还不懂啥意思吗,268,7,"https://guba.eastmoney.com/news,601328,1525109438.html",2025-03-07,10:00,股友35K7230p02
嘉诚国际重点布局！,64,0,"https://guba.eastmoney.com/news,601328,1525079628.html",2025-03-07,09:46,股友7SyhJH
资讯交通银行：融资净买入2134.51万元，融资余额10.28亿元（03-06）,63,0,"https://guba.eastmoney.com/news,601328,1525004176.html",2025-03-07,07:33,交通银行资讯
资讯两会观察｜5000亿元！特别国债注资国有行 释放哪些信号？,4092,2,"https://guba.eastmoney.com/news,601398,1525000840.html",2025-03-07,06:59,工商银行资讯
资讯锻长补短、因地制宜 贵州：加快构建现代化产业体系,1186,1,"https://guba.eastmoney.com/news,002594,1524999040.html",2025-03-07,06:30,比亚迪资讯
不要指望涨，只当存银行。,89,0,"https://guba.eastmoney.com/news,601328,1524998204.html",2025-03-07,06:14,竹里馆茶佬
资讯蓝佛安：将发行首批特别国债5000亿元，支持国有大型商业银行补充核心一级资本,4437,21,"https://guba.eastmoney.com/news,601398,1524894345.html",2025-03-06,16:56,工商银行资讯
分批加仓执行中，昨天卖了一部分，留了个底仓，今天加仓交行，吃股息，就是不希望股价,130,0,"https://guba.eastmoney.com/news,601328,1524890537.html",2025-03-06,16:43,招财猫亨姐
不如兴业银行，还大行呢,91,0,"https://guba.eastmoney.com/news,601328,1524819339.html",2025-03-06,14:35,LSM103103
今年是科技年不让涨我们又砸把大盘拉下来,86,0,"https://guba.eastmoney.com/news,601328,1524775870.html",2025-03-06,13:58,哈哈mm
还在幻想？,78,0,"https://guba.eastmoney.com/news,601328,1524769375.html",2025-03-06,13:52,低位定投内心无忧
对，就今天这样走大多数股民才满意，昨天那样上涨但是大盘不涨是不对的。,112,0,"https://guba.eastmoney.com/news,601328,1524725103.html",2025-03-06,13:17,众生套牢
提振消费十条措施来源：中国基金报来源：中国基金报提振消费十条措施首提*落实和优化,111,2,"https://guba.eastmoney.com/news,601328,1524691804.html",2025-03-06,12:29,投资需要哲学思想
每次半仓操作了两笔，总不能跟着老是横盘,134,2,"https://guba.eastmoney.com/news,601328,1524667657.html",2025-03-06,11:27,股友FpDXQ6
今天跌了明天又涨一点，反反复复,103,1,"https://guba.eastmoney.com/news,601328,1524646448.html",2025-03-06,11:11,有幽默
昨天7.25出的，今天7.22接回，15000股，挣个饭钱,553,31,"https://guba.eastmoney.com/news,601328,1524560746.html",2025-03-06,10:12,老愚88
资讯银行股早盘调整,810,3,"https://guba.eastmoney.com/news,601998,1524555255.html",2025-03-06,10:10,中信银行资讯
就看你耐心程度了看下溢价率就知道了A股是迟早比港股涨幅高,91,0,"https://guba.eastmoney.com/news,601328,1524554805.html",2025-03-06,10:09,股友35K7230p02
昨天7.20元我卖了很后悔，今天7.20元卖的人，又是咋想的呢？,119,2,"https://guba.eastmoney.com/news,601328,1524542016.html",2025-03-06,10:03,股友3xhztJ
六大行H股近期都在涨,65,0,"https://guba.eastmoney.com/news,601328,1524530698.html",2025-03-06,09:57,苏涟水
昨天我就说了，没人信，日线没到底，是不可能反转的，最多是反弹,169,3,"https://guba.eastmoney.com/news,601328,1524516437.html",2025-03-06,09:50,低位定投内心无忧
赶紧跑，最少跌2个点,283,6,"https://guba.eastmoney.com/news,601328,1524471858.html",2025-03-06,09:30,低位定投内心无忧
资讯交通银行：融资净偿还2796.09万元，融资余额10.07亿元（03-05）,62,0,"https://guba.eastmoney.com/news,601328,1524434425.html",2025-03-06,07:32,交通银行资讯
稳股市、活跃股市，银行是中军，必涨！,171,2,"https://guba.eastmoney.com/news,601328,1524425331.html",2025-03-06,04:26,fky16888
资讯银行信用卡业务“瘦身” 信用卡市场进入调整期 从增量扩张向存量运营转型,472,0,"https://guba.eastmoney.com/news,hk03328,1524422569.html",2025-03-06,02:19,交通银行资讯
嘉诚国际、王府井绩优股重点布局！,153,0,"https://guba.eastmoney.com/news,601328,1524402013.html",2025-03-05,22:50,股友7SyhJH
月线出来死叉了吧，我可以分批慢慢买了，最近招商涨得不错，卖一部分来买不怎么涨的交,115,1,"https://guba.eastmoney.com/news,601328,1524382628.html",2025-03-05,21:10,招财猫亨姐
资讯特别国债5000亿元注资国有大行 增强资本实力服务高质量发展,2303,16,"https://guba.eastmoney.com/news,601398,1524381239.html",2025-03-05,21:03,工商银行资讯
一辈子的交通银行,118,0,"https://guba.eastmoney.com/news,601328,1524320713.html",2025-03-05,16:24,新时代阿东
明天一定会跌回去，,116,1,"https://guba.eastmoney.com/news,601328,1524312716.html",2025-03-05,15:56,有幽默
7.26跑了，吃了1.5个点，也算是达到这个月的预期目标了，明天再怎么涨也跟我没,262,3,"https://guba.eastmoney.com/news,601328,1524306307.html",2025-03-05,15:35,股友68x039699o
日线没有到底，相信我，明天必大跌,198,4,"https://guba.eastmoney.com/news,601328,1524281256.html",2025-03-05,14:53,低位定投内心无忧
早上7.20元就卖了，20万股。我好后悔。,246,5,"https://guba.eastmoney.com/news,601328,1524274148.html",2025-03-05,14:47,股友3xhztJ
人气一下就上来了，是有什么咱不知道的利好吗,92,0,"https://guba.eastmoney.com/news,601328,1524254440.html",2025-03-05,14:29,故友在山中
资讯银行开启春季“抢人”大战 AI人才需求明显增长,1352,3,"https://guba.eastmoney.com/news,hk03988,1524204941.html",2025-03-05,13:43,中国银行资讯
这周回到7.4,91,0,"https://guba.eastmoney.com/news,601328,1524119078.html",2025-03-05,11:22,攒交行养老股
我勒个去，7.2踢飞了,272,9,"https://guba.eastmoney.com/news,601328,1524117653.html",2025-03-05,11:21,韭零新青年
为啥港股交行比建行价高，而A股反了过来了，望老师们赐教……,272,3,"https://guba.eastmoney.com/news,601328,1524103840.html",2025-03-05,11:08,潦草一生
港股交行都快追上了。,87,0,"https://guba.eastmoney.com/news,601328,1524059186.html",2025-03-05,10:33,翡翠兴隆de达摩
拉完港股，拉拉A股交行吧,79,0,"https://guba.eastmoney.com/news,601328,1524054434.html",2025-03-05,10:29,饿猫炒股
嘉诚国际关注！,77,0,"https://guba.eastmoney.com/news,601328,1524053818.html",2025-03-05,10:29,股友O0kzUx
日线布林到底都不一定反转，何况没到底的反弹，赶紧卖出,71,0,"https://guba.eastmoney.com/news,601328,1524053108.html",2025-03-05,10:28,低位定投内心无忧
这个什么时候能历史新高啊港股都高几次了,75,0,"https://guba.eastmoney.com/news,601328,1524047261.html",2025-03-05,10:24,股友35K7230p02
卖出,69,0,"https://guba.eastmoney.com/news,601328,1524041576.html",2025-03-05,10:20,低位定投内心无忧
跑，跑，指数看空，落袋国队抱团的票，建仓超跌绩优中小盘划算，远离石油，银行板块这,457,9,"https://guba.eastmoney.com/news,601398,1524030334.html",2025-03-05,10:13,老亨出手
于2025年2月27日（「发行日」）发行总值15亿美元之6.950厘永久后偿,60,0,"https://guba.eastmoney.com/news,601328,1524009393.html",2025-03-05,10:02,拉个涨停191兆亿元
港股新高了,61,0,"https://guba.eastmoney.com/news,601328,1523997679.html",2025-03-05,09:56,优秀平民
h股都快操给他了,73,1,"https://guba.eastmoney.com/news,601328,1523978963.html",2025-03-05,09:47,揾D钱
还没有到底，还要砸两天,56,1,"https://guba.eastmoney.com/news,601328,1523936565.html",2025-03-05,09:29,低位定投内心无忧
请教一下家人们。买这个和中石化哪个分红率更高？股息，年股息率能达到多少？,237,3,"https://guba.eastmoney.com/news,601328,1523917684.html",2025-03-05,08:55,基民3JGODL
资讯交通银行：融资净买入1958.1万元，融资余额10.35亿元（03-04）,54,0,"https://guba.eastmoney.com/news,601328,1523905072.html",2025-03-05,07:31,交通银行资讯
7.20进放两个月ss,109,0,"https://guba.eastmoney.com/news,601328,1523844917.html",2025-03-04,20:20,股友I801m80321
6.5元满仓。,97,0,"https://guba.eastmoney.com/news,601328,1523840567.html",2025-03-04,20:00,价值无敌
资讯不到1折出手！银行业加速出清不良资产，有银行转让超6亿信用卡不良贷款,2894,14,"https://guba.eastmoney.com/news,601288,1523839009.html",2025-03-04,19:53,农业银行资讯
资讯多家银行挂牌转让信用卡不良资产 地方 AMC 成为接收主力军,1727,0,"https://guba.eastmoney.com/news,600015,1523832413.html",2025-03-04,19:22,华夏银行资讯
7.3入坑的，诶有点难搞哦,181,5,"https://guba.eastmoney.com/news,601328,1523821261.html",2025-03-04,18:27,狂奔虫
银行业绩肯定崩了,107,0,"https://guba.eastmoney.com/news,601328,1523819235.html",2025-03-04,18:18,目标提钱退休
今年截止到今天（3月4日），账户亏损创新高26+，今天又打了两颗子弹出去，还剩最,297,8,"https://guba.eastmoney.com/news,601328,1523811045.html",2025-03-04,17:39,最爱破净高分红
